feature_set,method,class_label,bin,bin_low,bin_high,n_samples,mean_predicted_probability,observed_frequency,absolute_gap
no_salary_hike_no_attrition,raw,2,1,0.0,0.1,93,0.006824966767404865,0.0,0.006824966767404865
no_salary_hike_no_attrition,raw,2,2,0.1,0.2,4,0.11791642778231635,0.0,0.11791642778231635
no_salary_hike_no_attrition,raw,2,3,0.2,0.30000000000000004,1,0.25406681402858955,0.0,0.25406681402858955
no_salary_hike_no_attrition,raw,2,5,0.4,0.5,1,0.4179559334443661,0.0,0.4179559334443661
no_salary_hike_no_attrition,raw,2,7,0.6000000000000001,0.7000000000000001,2,0.6777860838230734,1.0,0.32221391617692663
no_salary_hike_no_attrition,raw,2,8,0.7000000000000001,0.8,2,0.7699751260929997,1.0,0.23002487390700033
no_salary_hike_no_attrition,raw,2,9,0.8,0.9,4,0.849682032225056,0.75,0.099682032225056
no_salary_hike_no_attrition,raw,2,10,0.9,1.0,13,0.9547127059375389,0.9230769230769231,0.031635782860615747
no_salary_hike_no_attrition,raw,3,1,0.0,0.1,13,0.041195140176705065,0.07692307692307693,0.03572793674637186
no_salary_hike_no_attrition,raw,3,2,0.1,0.2,4,0.1376423369318383,0.25,0.1123576630681617
no_salary_hike_no_attrition,raw,3,3,0.2,0.30000000000000004,3,0.24921379954716802,0.0,0.24921379954716802
no_salary_hike_no_attrition,raw,3,4,0.30000000000000004,0.4,1,0.3142190902886827,0.0,0.3142190902886827
no_salary_hike_no_attrition,raw,3,5,0.4,0.5,1,0.46697076546252636,0.0,0.46697076546252636
no_salary_hike_no_attrition,raw,3,6,0.5,0.6000000000000001,2,0.564985033352564,0.5,0.064985033352564
no_salary_hike_no_attrition,raw,3,7,0.6000000000000001,0.7000000000000001,8,0.650861531780256,0.875,0.22413846821974404
no_salary_hike_no_attrition,raw,3,8,0.7000000000000001,0.8,7,0.7467463288524089,1.0,0.2532536711475911
no_salary_hike_no_attrition,raw,3,9,0.8,0.9,26,0.8504418331183228,0.8846153846153846,0.034173551497061805
no_salary_hike_no_attrition,raw,3,10,0.9,1.0,55,0.9511009071866964,0.8727272727272727,0.07837363445942369
no_salary_hike_no_attrition,raw,4,1,0.0,0.1,86,0.034492532230073286,0.09302325581395349,0.0585307235838802
no_salary_hike_no_attrition,raw,4,2,0.1,0.2,19,0.1577315432138702,0.10526315789473684,0.052468385319133365
no_salary_hike_no_attrition,raw,4,3,0.2,0.30000000000000004,6,0.2644453955786063,0.0,0.2644453955786063
no_salary_hike_no_attrition,raw,4,4,0.30000000000000004,0.4,7,0.34837193804763084,0.14285714285714285,0.205514795190488
no_salary_hike_no_attrition,raw,4,5,0.4,0.5,1,0.4000412192192199,1.0,0.59995878078078
no_salary_hike_no_attrition,raw,4,6,0.5,0.6000000000000001,1,0.526438050558667,1.0,0.473561949441333
no_salary_hike_no_attrition,sigmoid,2,1,0.0,0.1,94,0.007356796993515965,0.0,0.007356796993515965
no_salary_hike_no_attrition,sigmoid,2,2,0.1,0.2,3,0.10795761659899157,0.0,0.10795761659899157
no_salary_hike_no_attrition,sigmoid,2,3,0.2,0.30000000000000004,1,0.22523894320484167,0.0,0.22523894320484167
no_salary_hike_no_attrition,sigmoid,2,4,0.30000000000000004,0.4,1,0.3613922749427738,0.0,0.3613922749427738
no_salary_hike_no_attrition,sigmoid,2,6,0.5,0.6000000000000001,1,0.5694577000543127,1.0,0.43054229994568727
no_salary_hike_no_attrition,sigmoid,2,7,0.6000000000000001,0.7000000000000001,3,0.651893318362249,1.0,0.34810668163775105
no_salary_hike_no_attrition,sigmoid,2,8,0.7000000000000001,0.8,4,0.7428291560745478,0.75,0.007170843925452197
no_salary_hike_no_attrition,sigmoid,2,9,0.8,0.9,10,0.8665235448049335,0.9,0.03347645519506648
no_salary_hike_no_attrition,sigmoid,2,10,0.9,1.0,3,0.9158610527204692,1.0,0.08413894727953075
no_salary_hike_no_attrition,sigmoid,3,1,0.0,0.1,8,0.07867889175468747,0.0,0.07867889175468747
no_salary_hike_no_attrition,sigmoid,3,2,0.1,0.2,7,0.13898134304164728,0.14285714285714285,0.003875799815495573
no_salary_hike_no_attrition,sigmoid,3,3,0.2,0.30000000000000004,4,0.25463567267738885,0.25,0.004635672677388847
no_salary_hike_no_attrition,sigmoid,3,4,0.30000000000000004,0.4,2,0.35643321192594535,0.0,0.35643321192594535
no_salary_hike_no_attrition,sigmoid,3,6,0.5,0.6000000000000001,2,0.5650881920226405,0.5,0.06508819202264049
no_salary_hike_no_attrition,sigmoid,3,7,0.6000000000000001,0.7000000000000001,5,0.6833490258742868,0.6,0.08334902587428683
no_salary_hike_no_attrition,sigmoid,3,8,0.7000000000000001,0.8,17,0.7602880831838172,0.9411764705882353,0.18088838740441804
no_salary_hike_no_attrition,sigmoid,3,9,0.8,0.9,48,0.8573844125233432,0.8958333333333334,0.038448920809990184
no_salary_hike_no_attrition,sigmoid,3,10,0.9,1.0,27,0.9276174460226662,0.8518518518518519,0.0757655941708143
no_salary_hike_no_attrition,sigmoid,4,1,0.0,0.1,58,0.05792704833295003,0.06896551724137931,0.011038468908429279
no_salary_hike_no_attrition,sigmoid,4,2,0.1,0.2,41,0.1380581281210131,0.12195121951219512,0.01610690860881797
no_salary_hike_no_attrition,sigmoid,4,3,0.2,0.30000000000000004,16,0.23795855359524892,0.0625,0.17545855359524892
no_salary_hike_no_attrition,sigmoid,4,4,0.30000000000000004,0.4,5,0.33110875881075,0.6,0.26889124118924995
no_salary_hike_no_attrition,isotonic,2,1,0.0,0.1,93,0.0007525034606518345,0.0,0.0007525034606518345
no_salary_hike_no_attrition,isotonic,2,2,0.1,0.2,4,0.1679884737010492,0.0,0.1679884737010492
no_salary_hike_no_attrition,isotonic,2,3,0.2,0.30000000000000004,1,0.2091050991534982,0.0,0.2091050991534982
no_salary_hike_no_attrition,isotonic,2,4,0.30000000000000004,0.4,1,0.3354210308321844,0.0,0.3354210308321844
no_salary_hike_no_attrition,isotonic,2,9,0.8,0.9,4,0.8529355195939532,1.0,0.1470644804060468
no_salary_hike_no_attrition,isotonic,2,10,0.9,1.0,17,0.9207430241693336,0.8823529411764706,0.03839008299286306
no_salary_hike_no_attrition,isotonic,3,1,0.0,0.1,22,0.08048410776951626,0.09090909090909091,0.010424983139574656
no_salary_hike_no_attrition,isotonic,3,6,0.5,0.6000000000000001,1,0.5454498531082616,1.0,0.45455014689173845
no_salary_hike_no_attrition,isotonic,3,7,0.6000000000000001,0.7000000000000001,1,0.6981412181415183,1.0,0.3018587818584817
no_salary_hike_no_attrition,isotonic,3,8,0.7000000000000001,0.8,23,0.727920694825324,0.8695652173913043,0.14164452256598037
no_salary_hike_no_attrition,isotonic,3,9,0.8,0.9,60,0.8793294183782522,0.9,0.02067058162174784
no_salary_hike_no_attrition,isotonic,3,10,0.9,1.0,13,0.9760579664934217,0.7692307692307693,0.20682719726265242
no_salary_hike_no_attrition,isotonic,4,1,0.0,0.1,39,0.02055009314943241,0.07692307692307693,0.05637298377364452
no_salary_hike_no_attrition,isotonic,4,2,0.1,0.2,59,0.11808974234466292,0.1016949152542373,0.016394827090425626
no_salary_hike_no_attrition,isotonic,4,3,0.2,0.30000000000000004,21,0.2739239156249826,0.14285714285714285,0.13106677276783973
no_salary_hike_no_attrition,isotonic,4,10,0.9,1.0,1,0.923076914556213,1.0,0.07692308544378701
no_salary_hike_no_attrition,raw,2,1,0.0,0.1,98,0.00834425914316594,0.02040816326530612,0.01206390412214018
no_salary_hike_no_attrition,raw,2,2,0.1,0.2,1,0.13496012350291797,0.0,0.13496012350291797
no_salary_hike_no_attrition,raw,2,3,0.2,0.30000000000000004,2,0.2652611042339999,0.0,0.2652611042339999
no_salary_hike_no_attrition,raw,2,4,0.30000000000000004,0.4,1,0.3585692219197467,0.0,0.3585692219197467
no_salary_hike_no_attrition,raw,2,9,0.8,0.9,2,0.867755536984155,1.0,0.13224446301584503
no_salary_hike_no_attrition,raw,2,10,0.9,1.0,16,0.9588389595058389,0.9375,0.02133895950583886
no_salary_hike_no_attrition,raw,3,1,0.0,0.1,16,0.03740653397198333,0.0625,0.025093466028016667
no_salary_hike_no_attrition,raw,3,2,0.1,0.2,2,0.1262096425927759,0.0,0.1262096425927759
no_salary_hike_no_attrition,raw,3,6,0.5,0.6000000000000001,1,0.5188175774356337,1.0,0.4811824225643663
no_salary_hike_no_attrition,raw,3,7,0.6000000000000001,0.7000000000000001,4,0.6570716899652359,1.0,0.3429283100347641
no_salary_hike_no_attrition,raw,3,8,0.7000000000000001,0.8,10,0.7662310965686686,0.9,0.1337689034313314
no_salary_hike_no_attrition,raw,3,9,0.8,0.9,18,0.8599216377896485,0.8888888888888888,0.028967251099240365
no_salary_hike_no_attrition,raw,3,10,0.9,1.0,69,0.9562937606399807,0.8260869565217391,0.1302068041182416
no_salary_hike_no_attrition,raw,4,1,0.0,0.1,94,0.030598933224448312,0.11702127659574468,0.08642234337129637
no_salary_hike_no_attrition,raw,4,2,0.1,0.2,15,0.14291083169989705,0.06666666666666667,0.07624416503323038
no_salary_hike_no_attrition,raw,4,3,0.2,0.30000000000000004,9,0.23477740641252534,0.1111111111111111,0.12366629530141424
no_salary_hike_no_attrition,raw,4,4,0.30000000000000004,0.4,1,0.34507932439490896,0.0,0.34507932439490896
no_salary_hike_no_attrition,raw,4,5,0.4,0.5,1,0.48004034722020494,0.0,0.48004034722020494
no_salary_hike_no_attrition,sigmoid,2,1,0.0,0.1,91,0.017473063362020265,0.02197802197802198,0.004504958616001715
no_salary_hike_no_attrition,sigmoid,2,2,0.1,0.2,7,0.11559638866866309,0.0,0.11559638866866309
no_salary_hike_no_attrition,sigmoid,2,3,0.2,0.30000000000000004,2,0.24616954059302898,0.0,0.24616954059302898
no_salary_hike_no_attrition,sigmoid,2,4,0.30000000000000004,0.4,2,0.34646289021453913,0.0,0.34646289021453913
no_salary_hike_no_attrition,sigmoid,2,7,0.6000000000000001,0.7000000000000001,1,0.6757170042687158,1.0,0.32428299573128416
no_salary_hike_no_attrition,sigmoid,2,8,0.7000000000000001,0.8,7,0.760014587131088,1.0,0.23998541286891195
no_salary_hike_no_attrition,sigmoid,2,9,0.8,0.9,10,0.8335015354737223,0.9,0.06649846452627772
no_salary_hike_no_attrition,sigmoid,3,1,0.0,0.1,1,0.09244327312017968,0.0,0.09244327312017968
no_salary_hike_no_attrition,sigmoid,3,2,0.1,0.2,13,0.15084097415806255,0.07692307692307693,0.07391789723498562
no_salary_hike_no_attrition,sigmoid,3,3,0.2,0.30000000000000004,4,0.23990124743744193,0.0,0.23990124743744193
no_salary_hike_no_attrition,sigmoid,3,6,0.5,0.6000000000000001,2,0.5773474537452048,1.0,0.4226525462547952
no_salary_hike_no_attrition,sigmoid,3,7,0.6000000000000001,0.7000000000000001,3,0.6713496341035669,1.0,0.32865036589643315
no_salary_hike_no_attrition,sigmoid,3,8,0.7000000000000001,0.8,18,0.7696905458347031,0.8888888888888888,0.11919834305418575
no_salary_hike_no_attrition,sigmoid,3,9,0.8,0.9,52,0.8538561544919765,0.7884615384615384,0.06539461603043806
no_salary_hike_no_attrition,sigmoid,3,10,0.9,1.0,27,0.9222284544112935,0.9259259259259259,0.0036974715146324
no_salary_hike_no_attrition,sigmoid,4,1,0.0,0.1,62,0.06221912052919745,0.03225806451612903,0.02996105601306842
no_salary_hike_no_attrition,sigmoid,4,2,0.1,0.2,48,0.13745229125829958,0.20833333333333334,0.07088104207503376
no_salary_hike_no_attrition,sigmoid,4,3,0.2,0.30000000000000004,9,0.21918047416382314,0.1111111111111111,0.10806936305271203
no_salary_hike_no_attrition,sigmoid,4,4,0.30000000000000004,0.4,1,0.3199145977155703,0.0,0.3199145977155703
no_salary_hike_no_attrition,isotonic,2,1,0.0,0.1,88,0.006218739586383277,0.011363636363636364,0.005144896777253087
no_salary_hike_no_attrition,isotonic,2,2,0.1,0.2,10,0.17212120439271178,0.1,0.07212120439271177
no_salary_hike_no_attrition,isotonic,2,3,0.2,0.30000000000000004,1,0.27777768441796263,0.0,0.27777768441796263
no_salary_hike_no_attrition,isotonic,2,4,0.30000000000000004,0.4,1,0.3887446416250908,0.0,0.3887446416250908
no_salary_hike_no_attrition,isotonic,2,6,0.5,0.6000000000000001,2,0.5646994451477761,0.0,0.5646994451477761
no_salary_hike_no_attrition,isotonic,2,8,0.7000000000000001,0.8,1,0.7532632919452403,1.0,0.24673670805475967
no_salary_hike_no_attrition,isotonic,2,9,0.8,0.9,13,0.8244620530505883,1.0,0.17553794694941172
no_salary_hike_no_attrition,isotonic,2,10,0.9,1.0,4,0.9999999794438814,0.75,0.24999997944388141
no_salary_hike_no_attrition,isotonic,3,1,0.0,0.1,4,1.0278059321057367e-08,0.25,0.24999998972194068
no_salary_hike_no_attrition,isotonic,3,2,0.1,0.2,14,0.1744551459133092,0.0,0.1744551459133092
no_salary_hike_no_attrition,isotonic,3,4,0.30000000000000004,0.4,1,0.3909142349042114,1.0,0.6090857650957886
no_salary_hike_no_attrition,isotonic,3,5,0.4,0.5,1,0.4170403558456836,1.0,0.5829596441543163
no_salary_hike_no_attrition,isotonic,3,6,0.5,0.6000000000000001,4,0.5468463653934771,1.0,0.4531536346065229
no_salary_hike_no_attrition,isotonic,3,7,0.6000000000000001,0.7000000000000001,4,0.6334284215490805,1.0,0.3665715784509195
no_salary_hike_no_attrition,isotonic,3,8,0.7000000000000001,0.8,18,0.7513976794937258,0.8888888888888888,0.13749120939516302
no_salary_hike_no_attrition,isotonic,3,9,0.8,0.9,15,0.8600868427211679,0.6666666666666666,0.19342017605450124
no_salary_hike_no_attrition,isotonic,3,10,0.9,1.0,59,0.9111348695253961,0.864406779661017,0.04672808986437915
no_salary_hike_no_attrition,isotonic,4,1,0.0,0.1,102,0.07132943267950802,0.10784313725490197,0.03651370457539395
no_salary_hike_no_attrition,isotonic,4,2,0.1,0.2,2,0.1616793340444313,0.5,0.3383206659555687
no_salary_hike_no_attrition,isotonic,4,3,0.2,0.30000000000000004,9,0.23435399328817835,0.1111111111111111,0.12324288217706725
no_salary_hike_no_attrition,isotonic,4,4,0.30000000000000004,0.4,6,0.35948543002233874,0.0,0.35948543002233874
no_salary_hike_no_attrition,isotonic,4,5,0.4,0.5,1,0.4444444395061729,0.0,0.4444444395061729
no_salary_hike_no_attrition,raw,2,1,0.0,0.1,96,0.0069215039667548965,0.010416666666666666,0.0034951626999117696
no_salary_hike_no_attrition,raw,2,2,0.1,0.2,3,0.13875488541563233,0.0,0.13875488541563233
no_salary_hike_no_attrition,raw,2,3,0.2,0.30000000000000004,1,0.25320174158207737,0.0,0.25320174158207737
no_salary_hike_no_attrition,raw,2,5,0.4,0.5,1,0.4416675670460697,0.0,0.4416675670460697
no_salary_hike_no_attrition,raw,2,6,0.5,0.6000000000000001,1,0.5914094040502832,1.0,0.4085905959497168
no_salary_hike_no_attrition,raw,2,8,0.7000000000000001,0.8,3,0.7472022854400775,1.0,0.2527977145599225
no_salary_hike_no_attrition,raw,2,9,0.8,0.9,2,0.8530295841325755,1.0,0.14697041586742454
no_salary_hike_no_attrition,raw,2,10,0.9,1.0,13,0.9533538766498914,0.9230769230769231,0.030276953572968224
no_salary_hike_no_attrition,raw,3,1,0.0,0.1,14,0.0465640738523435,0.07142857142857142,0.024864497576227926
no_salary_hike_no_attrition,raw,3,2,0.1,0.2,1,0.16813835376398,0.0,0.16813835376398
no_salary_hike_no_attrition,raw,3,3,0.2,0.30000000000000004,3,0.23931452889152202,0.0,0.23931452889152202
no_salary_hike_no_attrition,raw,3,5,0.4,0.5,3,0.42569021121305944,0.3333333333333333,0.09235687787972613
no_salary_hike_no_attrition,raw,3,6,0.5,0.6000000000000001,1,0.5464760192315099,1.0,0.4535239807684901
no_salary_hike_no_attrition,raw,3,7,0.6000000000000001,0.7000000000000001,4,0.6735478348727789,0.5,0.17354783487277892
no_salary_hike_no_attrition,raw,3,8,0.7000000000000001,0.8,8,0.7478702356829897,0.875,0.12712976431701029
no_salary_hike_no_attrition,raw,3,9,0.8,0.9,27,0.8575718130718342,0.9629629629629629,0.10539114989112874
no_salary_hike_no_attrition,raw,3,10,0.9,1.0,59,0.9663374171906399,0.847457627118644,0.1188797900719959
no_salary_hike_no_attrition,raw,4,1,0.0,0.1,88,0.025762826920338096,0.09090909090909091,0.06514626398875281
no_salary_hike_no_attrition,raw,4,2,0.1,0.2,20,0.14563977583174634,0.05,0.09563977583174633
no_salary_hike_no_attrition,raw,4,3,0.2,0.30000000000000004,6,0.24852092729454656,0.16666666666666666,0.0818542606278799
no_salary_hike_no_attrition,raw,4,4,0.30000000000000004,0.4,4,0.3244444283191613,0.5,0.17555557168083868
no_salary_hike_no_attrition,raw,4,6,0.5,0.6000000000000001,2,0.5579364235896386,0.5,0.057936423589638575
no_salary_hike_no_attrition,sigmoid,2,1,0.0,0.1,94,0.011390151817469326,0.010638297872340425,0.0007518539451289007
no_salary_hike_no_attrition,sigmoid,2,2,0.1,0.2,4,0.16156984598411955,0.0,0.16156984598411955
no_salary_hike_no_attrition,sigmoid,2,3,0.2,0.30000000000000004,1,0.240598115149289,0.0,0.240598115149289
no_salary_hike_no_attrition,sigmoid,2,4,0.30000000000000004,0.4,1,0.3168760000257202,0.0,0.3168760000257202
no_salary_hike_no_attrition,sigmoid,2,5,0.4,0.5,1,0.45910959051800426,0.0,0.45910959051800426
no_salary_hike_no_attrition,sigmoid,2,6,0.5,0.6000000000000001,1,0.5526973661144798,1.0,0.44730263388552016
no_salary_hike_no_attrition,sigmoid,2,7,0.6000000000000001,0.7000000000000001,4,0.6565203789390323,1.0,0.34347962106096774
no_salary_hike_no_attrition,sigmoid,2,8,0.7000000000000001,0.8,4,0.7748427003277918,1.0,0.2251572996722082
no_salary_hike_no_attrition,sigmoid,2,9,0.8,0.9,10,0.8450636834408162,0.9,0.05493631655918385
no_salary_hike_no_attrition,sigmoid,3,1,0.0,0.1,5,0.08274427999179,0.0,0.08274427999179
no_salary_hike_no_attrition,sigmoid,3,2,0.1,0.2,9,0.14940883639952213,0.1111111111111111,0.03829772528841102
no_salary_hike_no_attrition,sigmoid,3,3,0.2,0.30000000000000004,3,0.27303908007810557,0.0,0.27303908007810557
no_salary_hike_no_attrition,sigmoid,3,4,0.30000000000000004,0.4,2,0.34598236136965366,0.0,0.34598236136965366
no_salary_hike_no_attrition,sigmoid,3,5,0.4,0.5,1,0.47514141939069693,1.0,0.5248585806093031
no_salary_hike_no_attrition,sigmoid,3,6,0.5,0.6000000000000001,1,0.5887371922069637,1.0,0.41126280779303626
no_salary_hike_no_attrition,sigmoid,3,7,0.6000000000000001,0.7000000000000001,3,0.689632847190715,0.6666666666666666,0.02296618052404842
no_salary_hike_no_attrition,sigmoid,3,8,0.7000000000000001,0.8,12,0.7715796033853204,0.8333333333333334,0.06175372994801298
no_salary_hike_no_attrition,sigmoid,3,9,0.8,0.9,55,0.8594822988249928,0.8727272727272727,0.013244973902279855
no_salary_hike_no_attrition,sigmoid,3,10,0.9,1.0,29,0.9167091509708831,0.8620689655172413,0.0546401854536418
no_salary_hike_no_attrition,sigmoid,4,1,0.0,0.1,62,0.07203029975577903,0.06451612903225806,0.007514170723520966
no_salary_hike_no_attrition,sigmoid,4,2,0.1,0.2,51,0.1353735890293182,0.11764705882352941,0.017726530205788793
no_salary_hike_no_attrition,sigmoid,4,3,0.2,0.30000000000000004,7,0.23577677124753893,0.42857142857142855,0.19279465732388962
no_salary_hike_no_attrition,isotonic,2,1,0.0,0.1,94,1.0419995417778744e-08,0.010638297872340425,0.010638287452345007
no_salary_hike_no_attrition,isotonic,2,2,0.1,0.2,4,0.17044869557773573,0.0,0.17044869557773573
no_salary_hike_no_attrition,isotonic,2,4,0.30000000000000004,0.4,1,0.3997048592811215,0.0,0.3997048592811215
no_salary_hike_no_attrition,isotonic,2,5,0.4,0.5,1,0.4067796610169491,0.0,0.4067796610169491
no_salary_hike_no_attrition,isotonic,2,6,0.5,0.6000000000000001,1,0.5561800287951523,0.0,0.5561800287951523
no_salary_hike_no_attrition,isotonic,2,8,0.7000000000000001,0.8,6,0.7847399677113525,1.0,0.21526003228864754
no_salary_hike_no_attrition,isotonic,2,9,0.8,0.9,6,0.8611679446275611,1.0,0.13883205537243892
no_salary_hike_no_attrition,isotonic,2,10,0.9,1.0,7,0.9509001252291721,0.8571428571428571,0.09375726808631502
no_salary_hike_no_attrition,isotonic,3,1,0.0,0.1,10,0.0381196887912598,0.1,0.061880311208740206
no_salary_hike_no_attrition,isotonic,3,2,0.1,0.2,9,0.14898635776096603,0.0,0.14898635776096603
no_salary_hike_no_attrition,isotonic,3,3,0.2,0.30000000000000004,2,0.2941176418685122,0.5,0.2058823581314878
no_salary_hike_no_attrition,isotonic,3,5,0.4,0.5,1,0.40371083451288964,1.0,0.5962891654871103
no_salary_hike_no_attrition,isotonic,3,6,0.5,0.6000000000000001,2,0.546057227285152,1.0,0.45394277271484795
no_salary_hike_no_attrition,isotonic,3,8,0.7000000000000001,0.8,4,0.7482034920548924,1.0,0.25179650794510755
no_salary_hike_no_attrition,isotonic,3,9,0.8,0.9,34,0.8372108508166792,0.8529411764705882,0.015730325653908972
no_salary_hike_no_attrition,isotonic,3,10,0.9,1.0,58,0.9194250188272179,0.8620689655172413,0.05735605330997662
no_salary_hike_no_attrition,isotonic,4,1,0.0,0.1,84,0.07007651506964392,0.08333333333333333,0.013256818263689407
no_salary_hike_no_attrition,isotonic,4,2,0.1,0.2,34,0.16278913891508281,0.14705882352941177,0.015730315385671045
no_salary_hike_no_attrition,isotonic,4,8,0.7000000000000001,0.8,2,0.7058823404844293,0.5,0.20588234048442933
no_salary_hike_no_attrition,raw,2,1,0.0,0.1,91,0.004755389680217472,0.0,0.004755389680217472
no_salary_hike_no_attrition,raw,2,2,0.1,0.2,4,0.14027523800496,0.5,0.35972476199504
no_salary_hike_no_attrition,raw,2,3,0.2,0.30000000000000004,1,0.26253822348066336,1.0,0.7374617765193366
no_salary_hike_no_attrition,raw,2,4,0.30000000000000004,0.4,2,0.3447617196414604,0.0,0.3447617196414604
no_salary_hike_no_attrition,raw,2,5,0.4,0.5,1,0.4530775206808232,0.0,0.4530775206808232
no_salary_hike_no_attrition,raw,2,7,0.6000000000000001,0.7000000000000001,1,0.6085760119225684,1.0,0.3914239880774316
no_salary_hike_no_attrition,raw,2,8,0.7000000000000001,0.8,1,0.7711882418873554,1.0,0.22881175811264465
no_salary_hike_no_attrition,raw,2,9,0.8,0.9,8,0.8488282275849199,0.625,0.22382822758491994
no_salary_hike_no_attrition,raw,2,10,0.9,1.0,11,0.9698818537624593,0.8181818181818182,0.15170003558064105
no_salary_hike_no_attrition,raw,3,1,0.0,0.1,13,0.03631967756374128,0.23076923076923078,0.1944495532054895
no_salary_hike_no_attrition,raw,3,2,0.1,0.2,7,0.13999835113769973,0.2857142857142857,0.14571593457658596
no_salary_hike_no_attrition,raw,3,4,0.30000000000000004,0.4,1,0.385142632090083,0.0,0.385142632090083
no_salary_hike_no_attrition,raw,3,6,0.5,0.6000000000000001,3,0.5454017166301267,0.6666666666666666,0.12126495003653992
no_salary_hike_no_attrition,raw,3,7,0.6000000000000001,0.7000000000000001,3,0.669070525789269,0.6666666666666666,0.0024038591226023254
no_salary_hike_no_attrition,raw,3,8,0.7000000000000001,0.8,9,0.729546947333977,0.6666666666666666,0.06288028066731033
no_salary_hike_no_attrition,raw,3,9,0.8,0.9,18,0.8541663496190792,0.6666666666666666,0.1874996829524126
no_salary_hike_no_attrition,raw,3,10,0.9,1.0,66,0.9560597349548494,0.9242424242424242,0.03181731071242522
no_salary_hike_no_attrition,raw,4,1,0.0,0.1,96,0.03309711576252567,0.052083333333333336,0.018986217570807665
no_salary_hike_no_attrition,raw,4,2,0.1,0.2,14,0.1435134812170354,0.35714285714285715,0.21362937592582176
no_salary_hike_no_attrition,raw,4,3,0.2,0.30000000000000004,7,0.2727200543643352,0.14285714285714285,0.12986291150719237
no_salary_hike_no_attrition,raw,4,4,0.30000000000000004,0.4,2,0.3310025643379289,0.5,0.1689974356620711
no_salary_hike_no_attrition,raw,4,5,0.4,0.5,1,0.4828086264823837,1.0,0.5171913735176163
no_salary_hike_no_attrition,sigmoid,2,1,0.0,0.1,91,0.006360204515132817,0.0,0.006360204515132817
no_salary_hike_no_attrition,sigmoid,2,2,0.1,0.2,4,0.11979837728677245,0.5,0.38020162271322755
no_salary_hike_no_attrition,sigmoid,2,3,0.2,0.30000000000000004,3,0.24098727559495567,0.3333333333333333,0.09234605773837765
no_salary_hike_no_attrition,sigmoid,2,4,0.30000000000000004,0.4,1,0.33293389686996216,0.0,0.33293389686996216
no_salary_hike_no_attrition,sigmoid,2,5,0.4,0.5,1,0.4405093204276771,1.0,0.5594906795723229
no_salary_hike_no_attrition,sigmoid,2,6,0.5,0.6000000000000001,1,0.5583755354237512,1.0,0.4416244645762488
no_salary_hike_no_attrition,sigmoid,2,7,0.6000000000000001,0.7000000000000001,8,0.6397986045782873,0.625,0.0147986045782873
no_salary_hike_no_attrition,sigmoid,2,8,0.7000000000000001,0.8,4,0.7574060532696373,0.75,0.0074060532696372805
no_salary_hike_no_attrition,sigmoid,2,9,0.8,0.9,6,0.8502236771730494,1.0,0.14977632282695064
no_salary_hike_no_attrition,sigmoid,2,10,0.9,1.0,1,0.9142590785892687,0.0,0.9142590785892687
no_salary_hike_no_attrition,sigmoid,3,1,0.0,0.1,4,0.07245782563534618,0.25,0.1775421743646538
no_salary_hike_no_attrition,sigmoid,3,2,0.1,0.2,6,0.14437883913744778,0.16666666666666666,0.022287827529218873
no_salary_hike_no_attrition,sigmoid,3,3,0.2,0.30000000000000004,7,0.26375288972991023,0.42857142857142855,0.16481853884151831
no_salary_hike_no_attrition,sigmoid,3,4,0.30000000000000004,0.4,3,0.33166788363427685,0.0,0.33166788363427685
no_salary_hike_no_attrition,sigmoid,3,5,0.4,0.5,1,0.49508832000679875,0.0,0.49508832000679875
no_salary_hike_no_attrition,sigmoid,3,6,0.5,0.6000000000000001,1,0.5937821932854309,1.0,0.4062178067145691
no_salary_hike_no_attrition,sigmoid,3,7,0.6000000000000001,0.7000000000000001,2,0.6527094591411002,1.0,0.34729054085889977
no_salary_hike_no_attrition,sigmoid,3,8,0.7000000000000001,0.8,10,0.773630552424837,0.4,0.373630552424837
no_salary_hike_no_attrition,sigmoid,3,9,0.8,0.9,62,0.8667927300810307,0.8548387096774194,0.011954020403611376
no_salary_hike_no_attrition,sigmoid,3,10,0.9,1.0,24,0.9121137559672204,0.9583333333333334,0.04621957736611293
no_salary_hike_no_attrition,sigmoid,4,1,0.0,0.1,56,0.0760783268416846,0.03571428571428571,0.040364041127398886
no_salary_hike_no_attrition,sigmoid,4,2,0.1,0.2,61,0.13178350373065892,0.14754098360655737,0.015757479875898456
no_salary_hike_no_attrition,sigmoid,4,3,0.2,0.30000000000000004,3,0.2215334993314533,0.6666666666666666,0.44513316733521335
no_salary_hike_no_attrition,isotonic,2,1,0.0,0.1,96,0.005475130952347623,0.03125,0.025774869047652377
no_salary_hike_no_attrition,isotonic,2,4,0.30000000000000004,0.4,2,0.3895446880269815,0.0,0.3895446880269815
no_salary_hike_no_attrition,isotonic,2,5,0.4,0.5,1,0.40489321025699976,0.0,0.40489321025699976
no_salary_hike_no_attrition,isotonic,2,8,0.7000000000000001,0.8,7,0.7399012238667132,0.7142857142857143,0.025615509580998896
no_salary_hike_no_attrition,isotonic,2,9,0.8,0.9,12,0.8659923968422633,0.8333333333333334,0.032659063508929886
no_salary_hike_no_attrition,isotonic,2,10,0.9,1.0,2,0.9999999800000006,0.5,0.49999998000000057
no_salary_hike_no_attrition,isotonic,3,1,0.0,0.1,4,0.0464648546429648,0.5,0.4535351453570352
