run_id,config_hash,dataset_key,task_type,task_comparison_group,role,policy,feature_set,model,fold,n_test,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,weighted_precision,macro_recall,weighted_recall,adjacent_accuracy,severe_error_rate,quadratic_weighted_kappa,ordinal_mae,nll_log_loss,ece_confidence,binary_brier,roc_auc,average_precision,multiclass_brier
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,1,147,0.8435374149659864,0.6717479674796748,0.6867414064671546,0.8359991453266195,0.708470394736842,0.8311459452201934,0.6717479674796748,0.8435374149659864,,,,,0.4026967331587024,0.05542289251572679,0.11764423341657401,0.77710027100271,0.5189044841337622,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,2,147,0.8503401360544217,0.6422764227642276,0.6675575657894737,0.8335710929108485,0.7255639097744361,0.829369341721651,0.6422764227642276,0.8503401360544217,,,,,0.38752082528681686,0.059768576640060106,0.10807240085294949,0.7649051490514904,0.5574087857606355,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,3,147,0.8435374149659864,0.654979674796748,0.6740576496674058,0.8323453549934385,0.7070135746606334,0.8266229568750577,0.654979674796748,0.8435374149659864,,,,,0.44425995147826447,0.0714895732005833,0.12583709442411536,0.7350948509485096,0.41906067086251225,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,4,147,0.891156462585034,0.7505081300813008,0.7777777777777778,0.8846776805960479,0.8184754521963824,0.8832990560565311,0.7505081300813008,0.891156462585034,,,,,0.3107706778691303,0.0473102533032708,0.08831304362760234,0.8418021680216803,0.6872501151496866,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,5,147,0.8775510204081632,0.625,0.6659090909090909,0.8449907235621522,0.9361702127659575,0.8931828050369085,0.625,0.8775510204081632,,,,,0.33751664071637527,0.0508759053603048,0.09771063594356373,0.8170731707317074,0.6177876086912748,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,6,147,0.8299319727891157,0.5630081300813008,0.5733194009056077,0.7961671606991804,0.6497584541062802,0.7880311544907819,0.5630081300813008,0.8299319727891157,,,,,0.393667775570531,0.06708471757733322,0.12473340017057033,0.7889566395663956,0.43210016208775576,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,7,147,0.8571428571428571,0.6463414634146342,0.6753601850878115,0.8389645899373526,0.7479908151549943,0.837297031326882,0.6463414634146342,0.8571428571428571,,,,,0.3188590681836085,0.037677478462208716,0.09938967680358236,0.8594173441734417,0.6055332123371456,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,8,147,0.8775510204081632,0.644109396914446,0.6843988549618321,0.8540368437451316,0.8309178743961353,0.8674290972427618,0.644109396914446,0.8775510204081632,,,,,0.3676546312390248,0.05221941662210865,0.09922015148388996,0.7762973352033661,0.5672579653485794,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,9,147,0.8979591836734694,0.6916199158485273,0.7439916405433646,0.880401481386703,0.8989051094890511,0.8981528377774468,0.6916199158485273,0.8979591836734694,,,,,0.3344455702117354,0.0593075410015768,0.09094028489923642,0.8043478260869565,0.642327273750162,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,ibm_attrition,binary_attrition_transfer,related_binary_task_transfer,related HR attrition task transfer,department_job_role_free,department_job_role_free,xgboost,10,147,0.8571428571428571,0.6497194950911641,0.6753601850878115,0.8422697294292625,0.7293233082706767,0.8378088077336197,0.6497194950911641,0.8571428571428571,,,,,0.4120284456071116,0.060981842041115036,0.11373226108316208,0.7454417952314165,0.5084785706644908,
