run_id,contract_sha256,scientific_input_sha256,formulation_id,repetition,system,ordered_labels_json,n_samples,class_label,precision,recall,f1,support
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,3,xgboost_sigmoid,"[2,3,4]",311,3,0.8642857142857143,0.9958847736625515,0.9254302103250478,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,3,xgboost_sigmoid,"[2,3,4]",311,4,0.0,0.0,0.0,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,majority_baseline,"[2,3,4]",311,2,0.0,0.0,0.0,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,majority_baseline,"[2,3,4]",311,3,0.7813504823151125,1.0,0.8772563176895307,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,majority_baseline,"[2,3,4]",311,4,0.0,0.0,0.0,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,ordinal_median_baseline,"[2,3,4]",311,2,0.0,0.0,0.0,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,ordinal_median_baseline,"[2,3,4]",311,3,0.7813504823151125,1.0,0.8772563176895307,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,ordinal_median_baseline,"[2,3,4]",311,4,0.0,0.0,0.0,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,stratified_baseline,"[2,3,4]",311,2,0.13793103448275862,0.12903225806451613,0.13333333333333333,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,stratified_baseline,"[2,3,4]",311,3,0.7627118644067796,0.7407407407407407,0.7515657620041754,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,stratified_baseline,"[2,3,4]",311,4,0.06521739130434782,0.08108108108108109,0.07228915662650602,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,xgboost_raw,"[2,3,4]",311,2,0.9375,0.967741935483871,0.9523809523809523,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,xgboost_raw,"[2,3,4]",311,3,0.8661087866108786,0.8518518518518519,0.8589211618257261,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,xgboost_raw,"[2,3,4]",311,4,0.15,0.16216216216216217,0.15584415584415584,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,xgboost_sigmoid,"[2,3,4]",311,2,0.9375,0.967741935483871,0.9523809523809523,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,xgboost_sigmoid,"[2,3,4]",311,3,0.8637992831541219,0.9917695473251029,0.9233716475095786,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,4,xgboost_sigmoid,"[2,3,4]",311,4,0.0,0.0,0.0,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,majority_baseline,"[2,3,4]",311,2,0.0,0.0,0.0,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,majority_baseline,"[2,3,4]",311,3,0.7813504823151125,1.0,0.8772563176895307,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,majority_baseline,"[2,3,4]",311,4,0.0,0.0,0.0,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,ordinal_median_baseline,"[2,3,4]",311,2,0.0,0.0,0.0,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,ordinal_median_baseline,"[2,3,4]",311,3,0.7813504823151125,1.0,0.8772563176895307,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,ordinal_median_baseline,"[2,3,4]",311,4,0.0,0.0,0.0,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,stratified_baseline,"[2,3,4]",311,2,0.04878048780487805,0.06451612903225806,0.05555555555555555,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,stratified_baseline,"[2,3,4]",311,3,0.7791666666666667,0.7695473251028807,0.7743271221532091,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,stratified_baseline,"[2,3,4]",311,4,0.06666666666666667,0.05405405405405406,0.05970149253731343,37
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,xgboost_raw,"[2,3,4]",311,2,0.967741935483871,0.967741935483871,0.967741935483871,31
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,xgboost_raw,"[2,3,4]",311,3,0.8645418326693227,0.8930041152263375,0.8785425101214575,243
phase3a_v3_20260907T141213Z_f6e6a0a,9a94052e8fc96ff0894c89cfe99eca898e1e0da5ed697c7fabac99e4fb22799b,76518cc8387a1f632b388e2e37f906879dcd73f32c6bc6a13443f15449e896bb,primary_three_class,5,xgboost_raw,"[2,3,4]",311,4,0.13793103448275862,0.10810810810810811,0.12121212121212122,37
