feature_set,model,attribute,metric,n_groups_included,min_group_value,min_group_support,min,max_group_value,max_group_support,max,max_gap,min_group_support_threshold,class_label
no_salary_hike_no_attrition_no_department,xgboost,MaritalStatus,precision,3,Married,548,0.8272727272727273,Divorced,268,0.8888888888888888,0.06161616161616157,30,2.0
no_salary_hike_no_attrition_no_department,xgboost,MaritalStatus,precision,3,Single,384,0.8328173374613003,Divorced,268,0.8652173913043478,0.03240005384304756,30,3.0
no_salary_hike_no_attrition_no_department,xgboost,MaritalStatus,true_positive_rate,3,Divorced,268,0.8648648648648649,Single,384,0.9298245614035088,0.06495969653864386,30,2.0
no_salary_hike_no_attrition_no_department,xgboost,MaritalStatus,true_positive_rate,3,Married,548,0.9516539440203562,Single,384,0.9746376811594203,0.022983737139064098,30,3.0
no_salary_hike_no_attrition_no_department,xgboost,MaritalStatus,true_positive_rate,3,Divorced,268,0.0,Married,548,0.01818181818181818,0.01818181818181818,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,accuracy,3,Non-Travel,132,0.7424242424242424,Travel_Rarely,846,0.8085106382978723,0.06608639587362986,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,false_positive_rate,3,Travel_Frequently,222,0.47058823529411764,Non-Travel,132,0.5641025641025641,0.09351432880844646,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,false_positive_rate,3,Travel_Rarely,846,0.007863695937090432,Non-Travel,132,0.02631578947368421,0.01845209353659378,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,false_positive_rate,3,Travel_Rarely,846,0.0647887323943662,Non-Travel,132,0.08108108108108109,0.01629234868671489,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,macro_f1,3,Non-Travel,132,0.5166449558546823,Travel_Frequently,222,0.589454047566251,0.07280909171156869,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,mean_predicted_probability,3,Travel_Frequently,222,0.7226023870847516,Travel_Rarely,846,0.7572498784068065,0.03464749132205491,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,mean_predicted_probability,3,Travel_Rarely,846,0.08330927584204717,Travel_Frequently,222,0.10065834185943377,0.017349066017386602,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,mean_predicted_probability,3,Travel_Rarely,846,0.15944084646959986,Travel_Frequently,222,0.17673926853194233,0.017298422062342472,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,positive_prediction_rate,3,Travel_Frequently,222,0.7747747747747747,Travel_Rarely,846,0.8120567375886525,0.037281962813877745,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,positive_prediction_rate,3,Travel_Rarely,846,0.18085106382978725,Travel_Frequently,222,0.2072072072072072,0.026356143377419955,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,positive_prediction_rate,3,Travel_Rarely,846,0.0070921985815602835,Non-Travel,132,0.022727272727272728,0.015635074145712444,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,precision,3,Non-Travel,132,0.0,Travel_Frequently,222,0.5,0.5,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,precision,3,Non-Travel,132,0.6538461538461539,Travel_Frequently,222,0.717391304347826,0.0635451505016722,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,precision,3,Non-Travel,132,0.7864077669902912,Travel_Rarely,846,0.8398835516739447,0.05347578468365344,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,true_positive_rate,3,Travel_Rarely,846,0.7867647058823529,Travel_Frequently,222,0.8918918918918919,0.10512718600953896,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,true_positive_rate,3,Non-Travel,132,0.0,Travel_Frequently,222,0.06451612903225806,0.06451612903225806,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,BusinessTravelFrequency,true_positive_rate,3,Non-Travel,132,0.8709677419354839,Travel_Rarely,846,0.9202551834130781,0.04928744147759423,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,accuracy,5,Life Sciences,492,0.7682926829268293,Technical Degree,100,0.84,0.07170731707317068,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,false_positive_rate,5,Marketing,137,0.3488372093023256,Other,66,0.8,0.45116279069767445,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,false_positive_rate,5,Technical Degree,100,0.036585365853658534,Life Sciences,492,0.0821256038647343,0.04554023801107577,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,false_positive_rate,5,Other,66,0.0,Technical Degree,100,0.022727272727272728,0.022727272727272728,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,macro_f1,5,Other,66,0.4686609686609686,Technical Degree,100,0.6629129129129129,0.19425194425194425,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,mean_predicted_probability,5,Other,66,0.06468288693698317,Marketing,137,0.2066325145986239,0.1419496276616407,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,mean_predicted_probability,5,Marketing,137,0.7199159620506485,Other,66,0.8585511218530663,0.1386351598024178,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,mean_predicted_probability,5,Marketing,137,0.0734515263185748,Technical Degree,100,0.09950737989274785,0.02605585357417306,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,positive_prediction_rate,5,Marketing,137,0.7445255474452555,Other,66,0.9242424242424242,0.17971687679716875,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,positive_prediction_rate,5,Other,66,0.07575757575757576,Marketing,137,0.24817518248175183,0.17241760672417605,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,positive_prediction_rate,5,Other,66,0.0,Technical Degree,100,0.04,0.04,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,precision,4,Life Sciences,492,0.0,Technical Degree,100,0.5,0.5,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,precision,5,Other,66,0.4,Technical Degree,100,0.8333333333333334,0.43333333333333335,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,precision,5,Life Sciences,492,0.8107416879795396,Other,66,0.8688524590163934,0.0581107710368538,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,true_positive_rate,5,Other,66,0.6666666666666666,Marketing,137,0.9310344827586207,0.26436781609195403,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,true_positive_rate,5,Life Sciences,492,0.0,Technical Degree,100,0.16666666666666666,0.16666666666666666,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EducationBackground,true_positive_rate,5,Life Sciences,492,0.8879551820728291,Technical Degree,100,0.9571428571428572,0.0691876750700281,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,accuracy,5,Development,361,0.7285318559556787,Finance,49,0.8571428571428571,0.1286110011871784,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,false_positive_rate,5,Finance,49,0.3684210526315789,Development,361,0.7894736842105263,0.4210526315789474,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,false_positive_rate,5,Finance,49,0.0,Development,361,0.14080459770114942,0.14080459770114942,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,false_positive_rate,5,Finance,49,0.0,Human Resources,54,0.020833333333333332,0.020833333333333332,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,macro_f1,5,Development,361,0.37999073082153795,Finance,49,0.5948037589828634,0.21481302816132547,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,mean_predicted_probability,5,Finance,49,0.7122978503454704,Development,361,0.7720084321837346,0.059710581838264165,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,mean_predicted_probability,5,Development,361,0.14217413604889778,Finance,49,0.19850880600813758,0.0563346699592398,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,mean_predicted_probability,5,Development,361,0.08581743042572941,Human Resources,54,0.10781753234806712,0.022000101922337714,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,positive_prediction_rate,5,Research & Development,343,0.1661807580174927,Finance,49,0.24489795918367346,0.07871720116618075,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,positive_prediction_rate,5,Finance,49,0.7551020408163265,Research & Development,343,0.8250728862973761,0.06997084548104959,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,positive_prediction_rate,5,Finance,49,0.0,Human Resources,54,0.018518518518518517,0.018518518518518517,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,precision,5,Development,361,0.18333333333333332,Finance,49,1.0,0.8166666666666667,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,precision,4,Development,361,0.0,Research & Development,343,0.3333333333333333,0.3333333333333333,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,precision,5,Research & Development,343,0.8056537102473498,Development,361,0.8484848484848485,0.042831138237498734,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,true_positive_rate,5,Development,361,0.8289473684210527,Finance,49,1.0,0.17105263157894735,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,true_positive_rate,5,Research & Development,343,0.7794117647058824,Development,361,0.8461538461538461,0.06674208144796379,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,EmpDepartment,true_positive_rate,5,Development,361,0.0,Sales,373,0.02857142857142857,0.02857142857142857,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,accuracy,2,Male,725,0.7875862068965517,Female,475,0.8126315789473684,0.025045372050816694,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,false_positive_rate,2,Female,475,0.48412698412698413,Male,725,0.515,0.030873015873015885,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,false_positive_rate,2,Female,475,0.0575,Male,725,0.07425742574257425,0.01675742574257425,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,false_positive_rate,2,Male,725,0.009316770186335404,Female,475,0.01179245283018868,0.002475682643853276,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,macro_f1,2,Male,725,0.5319698580568146,Female,475,0.5745823126688022,0.042612454611987594,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,mean_predicted_probability,2,Male,725,0.7465878323902344,Female,475,0.7511584961884901,0.004570663798255659,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,mean_predicted_probability,2,Female,475,0.16144912795595653,Male,725,0.16467547139907576,0.0032263434431192284,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,mean_predicted_probability,2,Female,475,0.08739237793794784,Male,725,0.08873669524179321,0.001344317303845377,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,positive_prediction_rate,2,Female,475,0.17894736842105263,Male,725,0.19310344827586207,0.014156079854809434,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,positive_prediction_rate,2,Male,725,0.7986206896551724,Female,475,0.8063157894736842,0.007695099818511797,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,positive_prediction_rate,2,Male,725,0.008275862068965517,Female,475,0.014736842105263158,0.00646098003629764,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,precision,2,Male,725,0.0,Female,475,0.2857142857142857,0.2857142857142857,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,precision,2,Male,725,0.6785714285714286,Female,475,0.7294117647058823,0.05084033613445371,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,precision,2,Male,725,0.8221070811744386,Female,475,0.8407310704960835,0.018623989321644885,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,true_positive_rate,2,Male,725,0.0,Female,475,0.0392156862745098,0.0392156862745098,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,true_positive_rate,2,Male,725,0.7983193277310925,Female,475,0.8266666666666667,0.028347338935574173,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,Gender,true_positive_rate,2,Male,725,0.9066666666666666,Female,475,0.9226361031518625,0.015969436485195887,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,accuracy,3,Married,548,0.7883211678832117,Divorced,268,0.8208955223880597,0.032574354504848024,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,false_positive_rate,3,Married,548,0.4645161290322581,Single,384,0.5555555555555556,0.0910394265232975,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,false_positive_rate,3,Single,384,0.05504587155963303,Married,548,0.08258928571428571,0.02754341415465268,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,false_positive_rate,3,Single,384,0.003003003003003003,Married,548,0.014198782961460446,0.011195779958457443,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,macro_f1,3,Married,548,0.5359180510033523,Single,384,0.5613860358958398,0.025467984892487472,30,
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,3,Divorced,268,0.14379461467354698,Married,548,0.18597060522494963,0.04217599055140264,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,3,Married,548,0.7297724882535038,Single,384,0.7645377722122552,0.034765283958751336,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,mean_predicted_probability,3,Married,548,0.0842569076280232,Divorced,268,0.09285226687024445,0.008595359242221254,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,3,Married,548,0.7700729927007299,Single,384,0.8307291666666666,0.0606561739659367,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,3,Single,384,0.16145833333333334,Married,548,0.21715328467153286,0.055694951338199516,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,positive_prediction_rate,3,Single,384,0.0078125,Married,548,0.012773722627737226,0.004961222627737226,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,3,Divorced,268,0.0,Single,384,0.6666666666666666,0.6666666666666666,30,4.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,3,Single,384,0.8119122257053292,Divorced,268,0.8552036199095022,0.04329139420417305,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,precision,3,Married,548,0.6890756302521008,Single,384,0.7096774193548387,0.02060178910273791,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,3,Single,384,0.7719298245614035,Divorced,268,0.8378378378378378,0.06590801327643436,30,2.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,3,Married,548,0.8905852417302799,Single,384,0.9384057971014492,0.04782055537116936,30,3.0
no_salary_hike_no_attrition_no_department_no_job_role,xgboost,MaritalStatus,true_positive_rate,3,Divorced,268,0.0,Single,384,0.0392156862745098,0.0392156862745098,30,4.0
