panel,audited_attribute,eligible_groups,support_context,metric,class_label,support_status,headline_eligible,largest_supported_gap_full_precision,largest_supported_gap_display,largest_supported_gap_ci_lower_full_precision,largest_supported_gap_ci_upper_full_precision,largest_supported_gap_interval_display,predictor_policy,target_class_support,estimation_status,interpretation,proxy_metric_full_precision,proxy_metric_display,proxy_metric_ci_lower_full_precision,proxy_metric_ci_upper_full_precision,proxy_metric_interval_display
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=268.0,mean_predicted_probability,2.0,support_sufficient_descriptive_estimate,True,0.0655403664586159,0.0655,0.0245455594780564,0.1128321018023517,"[0.0245, 0.1128]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=268.0,mean_predicted_probability,3.0,support_sufficient_descriptive_estimate,True,0.0433750964856439,0.0434,0.0137065378085656,0.0865298410424233,"[0.0137, 0.0865]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=268.0,mean_predicted_probability,4.0,support_sufficient_descriptive_estimate,True,0.0221652699729721,0.0222,0.0056265394742272,0.0526593148338419,"[0.0056, 0.0527]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=268.0,positive_prediction_rate,2.0,support_sufficient_descriptive_estimate,True,0.0662381523041725,0.0662,0.0214283423171724,0.1191427945787385,"[0.0214, 0.1191]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=268.0,positive_prediction_rate,3.0,support_sufficient_descriptive_estimate,True,0.0431419544612703,0.0431,0.0109107002907695,0.1128184508977085,"[0.0109, 0.1128]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=268.0,positive_prediction_rate,4.0,support_sufficient_descriptive_estimate,True,0.0230961978429022,0.0231,0.0065806588380546,0.0773601043976848,"[0.0066, 0.0774]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=38.0,precision,2.0,support_sufficient_descriptive_estimate,True,0.0917065390749601,0.0917,0.0221174242424243,0.228678992457956,"[0.0221, 0.2287]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=193.0,precision,3.0,support_sufficient_descriptive_estimate,True,0.0358798550781097,0.0359,0.0087568835289644,0.0986258443153509,"[0.0088, 0.0986]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=37.0,precision,4.0,support_sufficient_descriptive_estimate,True,0.0841995841995842,0.0842,0.0211338265460901,0.2270084011150566,"[0.0211, 0.2270]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=37.0,true_positive_rate,2.0,support_sufficient_descriptive_estimate,True,0.0109056424845898,0.0109,0.0103189155069284,0.1351351351351351,"[0.0103, 0.1351]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=205.0,true_positive_rate,3.0,support_sufficient_descriptive_estimate,True,0.0151643690349946,0.0152,0.0079117828010023,0.0925084726700913,"[0.0079, 0.0925]",,,,,,,,,
A_supported_subgroup,MaritalStatus,"[""Divorced"",""Married"",""Single""]",groups=3.0; minimum_group_support=268.0; metric_denominator>=26.0,true_positive_rate,4.0,support_sufficient_descriptive_estimate,True,0.0422322775263951,0.0422,0.019188421220891,0.2227963814836278,"[0.0192, 0.2228]",,,,,,,,,
B_proxy_reconstruction,,,min overall=20.0; min nonzero outer-test=1.0; zero cells=2.0,accuracy,,,,,,,,,no_salary_hike_no_attrition_no_department,"{""Data Science"":20,""Development"":361,""Finance"":49,""Human Resources"":54,""Research & Development"":343,""Sales"":373}",estimated_with_support_context,"Department reconstructability is proxy-risk evidence only; it does not establish causal use, discrimination, or fairness. Shared folds are performance-stratified, so rare department classes can be absent from individual proxy test folds; overall target support is reported.",0.9791666666666666,0.9792,0.9708333333333332,0.9866666666666668,"[0.9708, 0.9867]"
B_proxy_reconstruction,,,min overall=20.0; min nonzero outer-test=1.0; zero cells=2.0,balanced_accuracy,,,,,,,,,no_salary_hike_no_attrition_no_department,"{""Data Science"":20,""Development"":361,""Finance"":49,""Human Resources"":54,""Research & Development"":343,""Sales"":373}",estimated_with_support_context,"Department reconstructability is proxy-risk evidence only; it does not establish causal use, discrimination, or fairness. Shared folds are performance-stratified, so rare department classes can be absent from individual proxy test folds; overall target support is reported.",0.980597886203292,0.9806,0.9696275823335562,0.9895689342307132,"[0.9696, 0.9896]"
B_proxy_reconstruction,,,min overall=20.0; min nonzero outer-test=1.0; zero cells=2.0,macro_f1,,,,,,,,,no_salary_hike_no_attrition_no_department,"{""Data Science"":20,""Development"":361,""Finance"":49,""Human Resources"":54,""Research & Development"":343,""Sales"":373}",estimated_with_support_context,"Department reconstructability is proxy-risk evidence only; it does not establish causal use, discrimination, or fairness. Shared folds are performance-stratified, so rare department classes can be absent from individual proxy test folds; overall target support is reported.",0.9685434018033136,0.9685,0.95663497511206,0.9802153420254028,"[0.9566, 0.9802]"
B_proxy_reconstruction,,,min overall=20.0; min nonzero outer-test=1.0; zero cells=2.0,accuracy,,,,,,,,,no_salary_hike_no_attrition_no_department_no_job_role,"{""Data Science"":20,""Development"":361,""Finance"":49,""Human Resources"":54,""Research & Development"":343,""Sales"":373}",estimated_with_support_context,"Department reconstructability is proxy-risk evidence only; it does not establish causal use, discrimination, or fairness. Shared folds are performance-stratified, so rare department classes can be absent from individual proxy test folds; overall target support is reported.",0.2908333333333333,0.2908,0.2674791666666667,0.3158333333333333,"[0.2675, 0.3158]"
B_proxy_reconstruction,,,min overall=20.0; min nonzero outer-test=1.0; zero cells=2.0,balanced_accuracy,,,,,,,,,no_salary_hike_no_attrition_no_department_no_job_role,"{""Data Science"":20,""Development"":361,""Finance"":49,""Human Resources"":54,""Research & Development"":343,""Sales"":373}",estimated_with_support_context,"Department reconstructability is proxy-risk evidence only; it does not establish causal use, discrimination, or fairness. Shared folds are performance-stratified, so rare department classes can be absent from individual proxy test folds; overall target support is reported.",0.3028123296364653,0.3028,0.2638971522738255,0.3422368537558581,"[0.2639, 0.3422]"
B_proxy_reconstruction,,,min overall=20.0; min nonzero outer-test=1.0; zero cells=2.0,macro_f1,,,,,,,,,no_salary_hike_no_attrition_no_department_no_job_role,"{""Data Science"":20,""Development"":361,""Finance"":49,""Human Resources"":54,""Research & Development"":343,""Sales"":373}",estimated_with_support_context,"Department reconstructability is proxy-risk evidence only; it does not establish causal use, discrimination, or fairness. Shared folds are performance-stratified, so rare department classes can be absent from individual proxy test folds; overall target support is reported.",0.2473677710163207,0.2474,0.2266942265808573,0.2687091082073993,"[0.2267, 0.2687]"
