sampler,model,fold,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,weighted_precision,macro_recall,weighted_recall,ordinal_mae,quadratic_weighted_kappa,adjacent_accuracy,severe_error_rate,roc_auc_ovr_macro,roc_auc_ovr_weighted,pr_auc_macro,pr_auc_weighted
smote_tomek,rf_bal,5,0.925,0.858179932590096,0.8754467754467754,0.923412975912976,0.90097037793667,0.9249136023152876,0.858179932590096,0.925,0.08333333333333333,0.8102766798418972,0.9916666666666667,0.008333333333333333,0.9527389327109398,0.9413807064668731,0.8901994005249333,0.9371863824499782
random_under,lr,5,0.7166666666666667,0.7549477141128684,0.6551523736878427,0.7367404017289602,0.6238298738298739,0.8030270655270655,0.7549477141128684,0.7166666666666667,0.3,0.5458845789971618,0.9833333333333333,0.016666666666666666,0.8998330723245056,0.8810695220465443,0.7864733772048705,0.8724101135012698
random_under,lr_bal,5,0.7166666666666667,0.7549477141128684,0.6551523736878427,0.7367404017289602,0.6238298738298739,0.8030270655270655,0.7549477141128684,0.7166666666666667,0.3,0.5458845789971618,0.9833333333333333,0.016666666666666666,0.8998330723245056,0.8810695220465443,0.7864733772048705,0.8724101135012698
random_under,rf,5,0.8416666666666667,0.8198657563448851,0.7708891237961005,0.8484134954193093,0.7375356125356124,0.8647881054131052,0.8198657563448851,0.8416666666666667,0.175,0.6644295302013423,0.9833333333333333,0.016666666666666666,0.933305464716477,0.9280407639820586,0.8742916918536844,0.9170090045810749
random_under,rf_bal,5,0.8416666666666667,0.8198657563448851,0.7708891237961005,0.8484134954193093,0.7375356125356124,0.8647881054131052,0.8198657563448851,0.8416666666666667,0.175,0.6644295302013423,0.9833333333333333,0.016666666666666666,0.933305464716477,0.9280407639820586,0.8742916918536844,0.9170090045810749
none,lr,6,0.85,0.7625817417105983,0.7756256900993742,0.8482881701631702,0.7914941849004533,0.8477059925093633,0.7625817417105983,0.85,0.15,0.7161629434954008,1.0,0.0,0.9194139233560282,0.900183909900424,0.7974423537979654,0.8881967436979787
none,lr_bal,6,0.7583333333333333,0.82150779246968,0.7145969498910675,0.7709150326797386,0.6720328282828283,0.8288115530303031,0.82150779246968,0.7583333333333333,0.24166666666666667,0.6634429400386848,1.0,0.0,0.9113983647546591,0.8920325758990992,0.7689501842796106,0.8725259172964438
none,rf,6,0.925,0.8781580387750987,0.8833922782198643,0.9249679487179487,0.8934044882320743,0.9267857142857142,0.8781580387750987,0.925,0.08333333333333333,0.8160919540229885,0.9916666666666667,0.008333333333333333,0.9572052505309396,0.9478746459551617,0.8891525152123826,0.9379751154678809
none,rf_bal,6,0.9166666666666666,0.8480828508051738,0.8588734030197446,0.9142386759581882,0.8871212121212122,0.9183522727272727,0.8480828508051738,0.9166666666666666,0.09166666666666666,0.796875,0.9916666666666667,0.008333333333333333,0.9609548793620654,0.9557173877765134,0.873806069370203,0.937147520324872
smote,lr,6,0.75,0.797698268660156,0.7020332608567902,0.7627820708703063,0.6635082164932912,0.8166278456203829,0.797698268660156,0.75,0.25,0.6467124631992149,1.0,0.0,0.915703663261218,0.893854644898452,0.7718893418141125,0.8755762357151656
smote,lr_bal,6,0.75,0.797698268660156,0.7020332608567902,0.7627820708703063,0.6635082164932912,0.8166278456203829,0.797698268660156,0.75,0.25,0.6467124631992149,1.0,0.0,0.915703663261218,0.893854644898452,0.7718893418141125,0.8755762357151656
smote,rf,6,0.925,0.8781580387750987,0.8833922782198643,0.9249679487179487,0.8934044882320743,0.9267857142857142,0.8781580387750987,0.925,0.08333333333333333,0.8160919540229885,0.9916666666666667,0.008333333333333333,0.9664651279799662,0.9547147167546943,0.8754817053342582,0.9376578341694181
smote,rf_bal,6,0.925,0.8781580387750987,0.8833922782198643,0.9249679487179487,0.8934044882320743,0.9267857142857142,0.8781580387750987,0.925,0.08333333333333333,0.8160919540229885,0.9916666666666667,0.008333333333333333,0.9664651279799662,0.9547147167546943,0.8754817053342582,0.9376578341694181
adasyn,lr,6,0.7166666666666667,0.7686601561374701,0.6638120545405314,0.7333615581959952,0.6283281181379007,0.8009241532169522,0.7686601561374701,0.7166666666666667,0.2916666666666667,0.5803402646502835,0.9916666666666667,0.008333333333333333,0.9102338865648142,0.8902398730439082,0.7642190061080893,0.8725360247745043
adasyn,lr_bal,6,0.7166666666666667,0.7686601561374701,0.6638120545405314,0.7333615581959952,0.6283281181379007,0.8009241532169522,0.7686601561374701,0.7166666666666667,0.2916666666666667,0.5803402646502835,0.9916666666666667,0.008333333333333333,0.9090228418843274,0.8883110716732051,0.7629201149669848,0.8706921363856441
adasyn,rf,6,0.925,0.8718923746146977,0.8773572563311841,0.9240243902439025,0.8937652385928248,0.9272727272727274,0.8718923746146977,0.925,0.08333333333333333,0.8156209987195903,0.9916666666666667,0.008333333333333333,0.9580394436633776,0.9485252534687432,0.8702839726416848,0.9299748886600312
adasyn,rf_bal,6,0.9333333333333333,0.8957018984242214,0.894580066298662,0.9334070788462443,0.8999882546394175,0.9361992013154804,0.8957018984242214,0.9333333333333333,0.075,0.8337531486146096,0.9916666666666667,0.008333333333333333,0.9542669540621315,0.945477201021989,0.8670877257009026,0.9260627027348421
smote_tomek,lr,6,0.75,0.797698268660156,0.7020332608567902,0.7627820708703063,0.6635082164932912,0.8166278456203829,0.797698268660156,0.75,0.25,0.6467124631992149,1.0,0.0,0.915703663261218,0.893854644898452,0.7718893418141125,0.8755762357151656
smote_tomek,lr_bal,6,0.75,0.797698268660156,0.7020332608567902,0.7627820708703063,0.6635082164932912,0.8166278456203829,0.797698268660156,0.75,0.25,0.6467124631992149,1.0,0.0,0.915703663261218,0.893854644898452,0.7718893418141125,0.8755762357151656
smote_tomek,rf,6,0.925,0.8781580387750987,0.8833922782198643,0.9249679487179487,0.8934044882320743,0.9267857142857142,0.8781580387750987,0.925,0.08333333333333333,0.8160919540229885,0.9916666666666667,0.008333333333333333,0.9664651279799662,0.9547147167546943,0.8754817053342582,0.9376578341694181
smote_tomek,rf_bal,6,0.925,0.8781580387750987,0.8833922782198643,0.9249679487179487,0.8934044882320743,0.9267857142857142,0.8781580387750987,0.925,0.08333333333333333,0.8160919540229885,0.9916666666666667,0.008333333333333333,0.9664651279799662,0.9547147167546943,0.8754817053342582,0.9376578341694181
random_under,lr,6,0.75,0.7839858266355543,0.6913881623559043,0.7642797636346024,0.6521518652438486,0.8148445997589441,0.7839858266355543,0.75,0.25833333333333336,0.6094674556213018,0.9916666666666667,0.008333333333333333,0.9061799319987732,0.8878319199844513,0.7769769403098755,0.8773405453407827
random_under,lr_bal,6,0.75,0.7839858266355543,0.6913881623559043,0.7642797636346024,0.6521518652438486,0.8148445997589441,0.7839858266355543,0.75,0.25833333333333336,0.6094674556213018,0.9916666666666667,0.008333333333333333,0.9061799319987732,0.8878319199844513,0.7769769403098755,0.8773405453407827
random_under,rf,6,0.8916666666666667,0.8965229164866187,0.8517656834233486,0.8958087522503809,0.8223304122038299,0.9095942875689712,0.8965229164866187,0.8916666666666667,0.11666666666666667,0.7810718358038768,0.9916666666666667,0.008333333333333333,0.9497642874951273,0.9471252667719603,0.8724434807693656,0.9357575242827288
random_under,rf_bal,6,0.8916666666666667,0.8965229164866187,0.8517656834233486,0.8958087522503809,0.8223304122038299,0.9095942875689712,0.8965229164866187,0.8916666666666667,0.11666666666666667,0.7810718358038768,0.9916666666666667,0.008333333333333333,0.9497642874951273,0.9471252667719603,0.8724434807693656,0.9357575242827288
none,lr,7,0.8416666666666667,0.7847627468317123,0.7987007547198549,0.8456392271546833,0.8262273901808785,0.8546834625322999,0.7847627468317123,0.8416666666666667,0.15833333333333333,0.7093319734829169,1.0,0.0,0.9403364381646689,0.9233531105446993,0.8644605823848659,0.9178893986539673
none,lr_bal,7,0.7333333333333333,0.820940170940171,0.701539039039039,0.7482779654654655,0.6682556801840667,0.8312302272073626,0.820940170940171,0.7333333333333333,0.26666666666666666,0.6426577331099944,1.0,0.0,0.9346860660197752,0.9168444491645427,0.8386100879363517,0.9052720745506585
none,rf,7,0.9333333333333333,0.847465369879163,0.8774429690160028,0.9295369424582908,0.9243182743182743,0.9318274318274319,0.847465369879163,0.9333333333333333,0.06666666666666667,0.8682404611583859,1.0,0.0,0.9767827052097114,0.9658322005097708,0.9434372507664522,0.9666089555144207
none,rf_bal,7,0.9333333333333333,0.8256557618626584,0.8685185185185184,0.9269444444444445,0.9582437275985662,0.9370967741935484,0.8256557618626584,0.9333333333333333,0.06666666666666667,0.8632088914220576,1.0,0.0,0.9736919432723493,0.9654230151987161,0.9386784503407283,0.9651442833537884
smote,lr,7,0.7833333333333333,0.8439286766872973,0.7633504808646051,0.7982136403040359,0.7427058844969293,0.8588529422484645,0.8439286766872973,0.7833333333333333,0.21666666666666667,0.6870611835506519,1.0,0.0,0.9396837899809217,0.9214253752478052,0.8518999031197992,0.9111073871452379
smote,lr_bal,7,0.7833333333333333,0.8439286766872973,0.7633504808646051,0.7982136403040359,0.7427058844969293,0.8588529422484645,0.8439286766872973,0.7833333333333333,0.21666666666666667,0.6870611835506519,1.0,0.0,0.9396837899809217,0.9214253752478052,0.8518999031197992,0.9111073871452379
smote,rf,7,0.9416666666666667,0.8731063955201886,0.8976868910177679,0.9394436256448048,0.9314814814814815,0.9405555555555556,0.8731063955201886,0.9416666666666667,0.058333333333333334,0.8867924528301887,1.0,0.0,0.9744180989931875,0.9630616208817143,0.9465927125433661,0.9669942365214257
smote,rf_bal,7,0.9416666666666667,0.8731063955201886,0.8976868910177679,0.9394436256448048,0.9314814814814815,0.9405555555555556,0.8731063955201886,0.9416666666666667,0.058333333333333334,0.8867924528301887,1.0,0.0,0.9744180989931875,0.9630616208817143,0.9465927125433661,0.9669942365214257
adasyn,lr,7,0.7333333333333333,0.8170792808723842,0.6964621822633993,0.7522122782011219,0.6620033690784338,0.8376956736102552,0.8170792808723842,0.7333333333333333,0.2833333333333333,0.5778559526013702,0.9833333333333333,0.016666666666666666,0.9344457116092629,0.9174717502124045,0.8414245433010342,0.9061636984572654
adasyn,lr_bal,7,0.7333333333333333,0.8170792808723842,0.6964621822633993,0.7522122782011219,0.6620033690784338,0.8376956736102552,0.8170792808723842,0.7333333333333333,0.2833333333333333,0.5778559526013702,0.9833333333333333,0.016666666666666666,0.9344457116092629,0.9174717502124045,0.8414368778916098,0.9061905261917674
adasyn,rf,7,0.9416666666666667,0.8731063955201886,0.8976868910177679,0.9394436256448048,0.9314814814814815,0.9405555555555556,0.8731063955201886,0.9416666666666667,0.058333333333333334,0.8867924528301887,1.0,0.0,0.9805818910741566,0.9703763098272444,0.952650968385958,0.9722937725130767
adasyn,rf_bal,7,0.9416666666666667,0.8731063955201886,0.8976868910177679,0.9394436256448048,0.9314814814814815,0.9405555555555556,0.8731063955201886,0.9416666666666667,0.058333333333333334,0.8867924528301887,1.0,0.0,0.9761052549341303,0.9657870291702066,0.9479984711755042,0.9690293162473654
smote_tomek,lr,7,0.7833333333333333,0.8439286766872973,0.7633504808646051,0.7982136403040359,0.7427058844969293,0.8588529422484645,0.8439286766872973,0.7833333333333333,0.21666666666666667,0.6870611835506519,1.0,0.0,0.9396837899809217,0.9214253752478052,0.8518999031197992,0.9111073871452379
smote_tomek,lr_bal,7,0.7833333333333333,0.8439286766872973,0.7633504808646051,0.7982136403040359,0.7427058844969293,0.8588529422484645,0.8439286766872973,0.7833333333333333,0.21666666666666667,0.6870611835506519,1.0,0.0,0.9396837899809217,0.9214253752478052,0.8518999031197992,0.9111073871452379
smote_tomek,rf,7,0.9416666666666667,0.8731063955201886,0.8976868910177679,0.9394436256448048,0.9314814814814815,0.9405555555555556,0.8731063955201886,0.9416666666666667,0.058333333333333334,0.8867924528301887,1.0,0.0,0.9744180989931875,0.9630616208817143,0.9465927125433661,0.9669942365214257
smote_tomek,rf_bal,7,0.9416666666666667,0.8731063955201886,0.8976868910177679,0.9394436256448048,0.9314814814814815,0.9405555555555556,0.8731063955201886,0.9416666666666667,0.058333333333333334,0.8867924528301887,1.0,0.0,0.9744180989931875,0.9630616208817143,0.9465927125433661,0.9669942365214257
random_under,lr,7,0.7,0.8235632183908046,0.6704801910880488,0.7199757021662135,0.6422727272727272,0.8389848484848486,0.8235632183908046,0.7,0.31666666666666665,0.5636363636363637,0.9833333333333333,0.016666666666666666,0.9332414213780632,0.9132432738600963,0.8380047224101629,0.9044308193401498
random_under,lr_bal,7,0.7,0.8235632183908046,0.6704801910880488,0.7199757021662135,0.6422727272727272,0.8389848484848486,0.8235632183908046,0.7,0.31666666666666665,0.5636363636363637,0.9833333333333333,0.016666666666666666,0.9332414213780632,0.9132432738600963,0.8380047224101629,0.9044308193401498
random_under,rf,7,0.925,0.9218980253463012,0.8902170953453005,0.9261772889978018,0.86488579171506,0.9313250096786682,0.9218980253463012,0.925,0.075,0.8711217183770883,1.0,0.0,0.9719129464071455,0.9601578636835646,0.9482834647169994,0.9654171739468062
random_under,rf_bal,7,0.925,0.9218980253463012,0.8902170953453005,0.9261772889978018,0.86488579171506,0.9313250096786682,0.9218980253463012,0.925,0.075,0.8711217183770883,1.0,0.0,0.9719129464071455,0.9601578636835646,0.9482834647169994,0.9654171739468062
none,lr,8,0.85,0.7244179192455055,0.7660024154589372,0.8381038647342994,0.8382536707278976,0.8438456732271165,0.7244179192455055,0.85,0.15,0.6779003877124963,1.0,0.0,0.9213759753930556,0.9002942981214009,0.8490044725936988,0.9004425835394699
none,lr_bal,8,0.7416666666666667,0.7913793103448276,0.6793466580700623,0.7576026219643242,0.640593329648056,0.8161299981573614,0.7913793103448276,0.7416666666666667,0.2833333333333333,0.5342518921016883,0.975,0.025,0.9136216024996239,0.8987660011328237,0.8259552199715765,0.8918553970182598
none,rf,8,0.9166666666666666,0.819245505452402,0.8715400541487498,0.9127010670488931,0.9461988304093567,0.9202046783625731,0.819245505452402,0.9166666666666666,0.08333333333333333,0.8258345428156749,1.0,0.0,0.9465280280765297,0.9320980836401397,0.9094417514467983,0.9370681473173825
none,rf_bal,8,0.9,0.7769378131447097,0.8392234364101373,0.8938047353328684,0.9383897889052527,0.9058787432498773,0.7769378131447097,0.9,0.1,0.7834586466165414,1.0,0.0,0.9543242192661303,0.9421336141791748,0.9180204764679392,0.9432899713497835
smote,lr,8,0.7333333333333333,0.7618773946360152,0.6606510969568294,0.7466383581033262,0.6242063492063492,0.7934126984126985,0.7618773946360152,0.7333333333333333,0.2916666666666667,0.5074088906688026,0.975,0.025,0.9088058808917655,0.8898183942225999,0.8013318493149447,0.8813727250883895
smote,lr_bal,8,0.7333333333333333,0.7618773946360152,0.6606510969568294,0.7466383581033262,0.6242063492063492,0.7934126984126985,0.7618773946360152,0.7333333333333333,0.2916666666666667,0.5074088906688026,0.975,0.025,0.9088058808917655,0.8898183942225999,0.8013318493149447,0.8813727250883895
smote,rf,8,0.9166666666666666,0.8410551134689066,0.8748148148148148,0.9133888888888889,0.9213261648745519,0.9174955197132617,0.8410551134689066,0.9166666666666666,0.08333333333333333,0.8323554065381391,1.0,0.0,0.9477232111683449,0.9312905810440858,0.9141142208089622,0.9384535570500676
smote,rf_bal,8,0.9166666666666666,0.8410551134689066,0.8748148148148148,0.9133888888888889,0.9213261648745519,0.9174955197132617,0.8410551134689066,0.9166666666666666,0.08333333333333333,0.8323554065381391,1.0,0.0,0.9477232111683449,0.9312905810440858,0.9141142208089622,0.9384535570500676
adasyn,lr,8,0.7333333333333333,0.7529030356616563,0.6600663016351921,0.7483927440682386,0.6247619047619047,0.7948571428571428,0.7529030356616563,0.7333333333333333,0.2916666666666667,0.5060240963855422,0.975,0.025,0.9106957686802998,0.8929596903615595,0.8158571669252611,0.8887956685890422
adasyn,lr_bal,8,0.7333333333333333,0.7529030356616563,0.6600663016351921,0.7483927440682386,0.6247619047619047,0.7948571428571428,0.7529030356616563,0.7333333333333333,0.2916666666666667,0.5060240963855422,0.975,0.025,0.9097968948848743,0.8921213065231757,0.8140312085309261,0.8877630466330022
adasyn,rf,8,0.9166666666666666,0.8410551134689066,0.8748148148148148,0.9133888888888889,0.9213261648745519,0.9174955197132617,0.8410551134689066,0.9166666666666666,0.08333333333333333,0.8323554065381391,1.0,0.0,0.9530357569555926,0.9378287194373643,0.9163790354439959,0.9442428943534139
adasyn,rf_bal,8,0.9166666666666666,0.8410551134689066,0.8748148148148148,0.9133888888888889,0.9213261648745519,0.9174955197132617,0.8410551134689066,0.9166666666666666,0.08333333333333333,0.8323554065381391,1.0,0.0,0.9476700717730367,0.9306328943642028,0.9099531315575229,0.9387980785657687
smote_tomek,lr,8,0.7333333333333333,0.7618773946360152,0.6606510969568294,0.7466383581033262,0.6242063492063492,0.7934126984126985,0.7618773946360152,0.7333333333333333,0.2916666666666667,0.5074088906688026,0.975,0.025,0.9088058808917655,0.8898183942225999,0.8013318493149447,0.8813727250883895
smote_tomek,lr_bal,8,0.7333333333333333,0.7618773946360152,0.6606510969568294,0.7466383581033262,0.6242063492063492,0.7934126984126985,0.7618773946360152,0.7333333333333333,0.2916666666666667,0.5074088906688026,0.975,0.025,0.9088058808917655,0.8898183942225999,0.8013318493149447,0.8813727250883895
smote_tomek,rf,8,0.9166666666666666,0.8410551134689066,0.8748148148148148,0.9133888888888889,0.9213261648745519,0.9174955197132617,0.8410551134689066,0.9166666666666666,0.08333333333333333,0.8323554065381391,1.0,0.0,0.9477232111683449,0.9312905810440858,0.9141142208089622,0.9384535570500676
smote_tomek,rf_bal,8,0.9166666666666666,0.8410551134689066,0.8748148148148148,0.9133888888888889,0.9213261648745519,0.9174955197132617,0.8410551134689066,0.9166666666666666,0.08333333333333333,0.8323554065381391,1.0,0.0,0.9477232111683449,0.9312905810440858,0.9141142208089622,0.9384535570500676
random_under,lr,8,0.725,0.7490716180371354,0.6517068236824043,0.7428822743199798,0.6169716775599129,0.7977652505446623,0.7490716180371354,0.725,0.30833333333333335,0.46913094769956754,0.9666666666666667,0.03333333333333333,0.902735307953645,0.8861881667138676,0.7972354755681867,0.8730638743703663
random_under,lr_bal,8,0.725,0.7490716180371354,0.6517068236824043,0.7428822743199798,0.6169716775599129,0.7977652505446623,0.7490716180371354,0.725,0.30833333333333335,0.46913094769956754,0.9666666666666667,0.03333333333333333,0.902735307953645,0.8861881667138676,0.7972354755681867,0.8730638743703663
random_under,rf,8,0.9083333333333333,0.8628941939286766,0.8625740025740026,0.9086917631917633,0.8687759952465836,0.9118753713606654,0.8628941939286766,0.9083333333333333,0.09166666666666666,0.8301595470921256,1.0,0.0,0.9580358780672187,0.946462298215803,0.9180621611511454,0.9499412550407756
random_under,rf_bal,8,0.9083333333333333,0.8628941939286766,0.8625740025740026,0.9086917631917633,0.8687759952465836,0.9118753713606654,0.8628941939286766,0.9083333333333333,0.09166666666666666,0.8301595470921256,1.0,0.0,0.9580358780672187,0.946462298215803,0.9180621611511454,0.9499412550407756
none,lr,9,0.7666666666666667,0.5731948128499852,0.604431061496279,0.7486275949862906,0.6631519274376417,0.7466609977324263,0.5731948128499852,0.7666666666666667,0.24166666666666667,0.4339622641509434,0.9916666666666667,0.008333333333333333,0.9150359301719275,0.8902942037194373,0.7965672154537325,0.88757437584936
none,lr_bal,9,0.7333333333333333,0.7349543177129384,0.6554831383004988,0.7537766009973832,0.6311172456099992,0.8044298750095852,0.7349543177129384,0.7333333333333333,0.2916666666666667,0.5087859424920128,0.975,0.025,0.9017009173850941,0.87559199471349,0.7719675392854727,0.8737492985454373
none,rf,9,0.9,0.7987474211612143,0.8488294314381272,0.8952102245580507,0.92046783625731,0.9014619883040936,0.7987474211612143,0.9,0.1,0.79100145137881,1.0,0.0,0.9532381315405809,0.9500897998678373,0.9157824302827141,0.9525024436026612
none,rf_bal,9,0.8666666666666667,0.7051576775714706,0.7732869491882775,0.8561148007590133,0.9052429052429053,0.8736652236652236,0.7051576775714706,0.8666666666666667,0.13333333333333333,0.6991538702601066,1.0,0.0,0.958986754281872,0.9550977886340036,0.9239548175792945,0.9562432089083379
smote,lr,9,0.7416666666666667,0.7477600943118184,0.6672521347854987,0.7580416858413869,0.6430776014109347,0.8018242945326278,0.7477600943118184,0.7416666666666667,0.275,0.5471236230110159,0.9833333333333333,0.016666666666666666,0.8975364066472671,0.8699824884357594,0.7680241946748595,0.8700710622600388
smote,lr_bal,9,0.7416666666666667,0.7477600943118184,0.6672521347854987,0.7580416858413869,0.6430776014109347,0.8018242945326278,0.7477600943118184,0.7416666666666667,0.275,0.5471236230110159,0.9833333333333333,0.016666666666666666,0.8975364066472671,0.8699824884357594,0.7680241946748595,0.8700710622600388
smote,rf,9,0.925,0.8577217801355732,0.8923993826228463,0.9229881767242104,0.9354219948849104,0.9252291133844842,0.8577217801355732,0.925,0.075,0.8507462686567164,1.0,0.0,0.9554735735433448,0.9502886104030964,0.9176289682495463,0.9525839106277707
smote,rf_bal,9,0.925,0.8577217801355732,0.8923993826228463,0.9229881767242104,0.9354219948849104,0.9252291133844842,0.8577217801355732,0.925,0.075,0.8507462686567164,1.0,0.0,0.9554735735433448,0.9502886104030964,0.9176289682495463,0.9525839106277707
adasyn,lr,9,0.7583333333333333,0.7464485705865016,0.6768274853801169,0.7753161549707601,0.6513906185139061,0.814804898298049,0.7464485705865016,0.7583333333333333,0.26666666666666666,0.5270690728064716,0.975,0.025,0.8976211182200547,0.8718741857830643,0.7653403142839522,0.8702265608529604
adasyn,lr_bal,9,0.7583333333333333,0.7464485705865016,0.6764011104127384,0.7742731903415044,0.6477235126728874,0.8119991231553174,0.7464485705865016,0.7583333333333333,0.26666666666666666,0.5256916996047432,0.975,0.025,0.8978027622465263,0.8725484282073067,0.765259507777437,0.8703301301385307
adasyn,rf,9,0.8916666666666667,0.7551576775714707,0.8132575198148969,0.8844657362280314,0.9225898692810457,0.8973192401960784,0.7551576775714707,0.8916666666666667,0.10833333333333334,0.7671641791044777,1.0,0.0,0.9588095432038392,0.952799466628906,0.9210304261492311,0.9542485001558814
adasyn,rf_bal,9,0.925,0.8577217801355732,0.8923993826228463,0.9229881767242104,0.9354219948849104,0.9252291133844842,0.8577217801355732,0.925,0.075,0.8507462686567164,1.0,0.0,0.9652658702346102,0.9586645426224865,0.9312642925353184,0.9609887305036019
smote_tomek,lr,9,0.7416666666666667,0.7477600943118184,0.6672521347854987,0.7580416858413869,0.6430776014109347,0.8018242945326278,0.7477600943118184,0.7416666666666667,0.275,0.5471236230110159,0.9833333333333333,0.016666666666666666,0.8975364066472671,0.8699824884357594,0.7680241946748595,0.8700710622600388
smote_tomek,lr_bal,9,0.7416666666666667,0.7477600943118184,0.6672521347854987,0.7580416858413869,0.6430776014109347,0.8018242945326278,0.7477600943118184,0.7416666666666667,0.275,0.5471236230110159,0.9833333333333333,0.016666666666666666,0.8975364066472671,0.8699824884357594,0.7680241946748595,0.8700710622600388
smote_tomek,rf,9,0.925,0.8577217801355732,0.8923993826228463,0.9229881767242104,0.9354219948849104,0.9252291133844842,0.8577217801355732,0.925,0.075,0.8507462686567164,1.0,0.0,0.9554735735433448,0.9502886104030964,0.9176289682495463,0.9525839106277707
smote_tomek,rf_bal,9,0.925,0.8577217801355732,0.8923993826228463,0.9229881767242104,0.9354219948849104,0.9252291133844842,0.8577217801355732,0.925,0.075,0.8507462686567164,1.0,0.0,0.9554735735433448,0.9502886104030964,0.9176289682495463,0.9525839106277707
random_under,lr,9,0.725,0.7221485411140582,0.6442307692307693,0.7439102564102564,0.6133540372670807,0.7936335403726706,0.7221485411140582,0.725,0.3,0.49650349650349657,0.975,0.025,0.878023583254811,0.848149367506844,0.7427496889995128,0.8544086125399372
random_under,lr_bal,9,0.725,0.7221485411140582,0.6442307692307693,0.7439102564102564,0.6133540372670807,0.7936335403726706,0.7221485411140582,0.725,0.3,0.49650349650349657,0.975,0.025,0.878023583254811,0.848149367506844,0.7427496889995128,0.8544086125399372
random_under,rf,9,0.875,0.8732390215148836,0.8269074254591592,0.8788595676863327,0.7932225063938619,0.8892828218243819,0.8732390215148836,0.875,0.125,0.7925311203319502,1.0,0.0,0.9638911980018167,0.9491726729915981,0.9292220928563512,0.9546347736157548
random_under,rf_bal,9,0.875,0.8732390215148836,0.8269074254591592,0.8788595676863327,0.7932225063938619,0.8892828218243819,0.8732390215148836,0.875,0.125,0.7925311203319502,1.0,0.0,0.9638911980018167,0.9491726729915981,0.9292220928563512,0.9546347736157548
none,lr,10,0.7916666666666666,0.6360300618921308,0.6636895268474216,0.7839154704944179,0.7054958183990442,0.7821385902031064,0.6360300618921308,0.7916666666666666,0.21666666666666667,0.5250212044105174,0.9916666666666667,0.008333333333333333,0.877285987368166,0.8630140186915888,0.7287323701553357,0.8514221663411323
none,lr_bal,10,0.7166666666666667,0.731152372531683,0.6416122004357299,0.7368464052287582,0.6105586014421919,0.7984885672999277,0.731152372531683,0.7166666666666667,0.30833333333333335,0.5003872966692486,0.975,0.025,0.8665494664202367,0.8563452751817238,0.70096971543756,0.8418846512810556
none,rf,10,0.9333333333333333,0.8346301208370175,0.8801790801790802,0.9291636141636143,0.9573665346161101,0.9366581777023203,0.8346301208370175,0.9333333333333333,0.06666666666666667,0.863752483678683,1.0,0.0,0.9673451309704131,0.9663713419239122,0.9360303159659598,0.9678369374881951
none,rf_bal,10,0.9416666666666667,0.8384615384615385,0.8901997166027407,0.9373957453486386,0.975177304964539,0.9460106382978724,0.8384615384615385,0.9416666666666667,0.058333333333333334,0.8789625360230547,1.0,0.0,0.9681779848653035,0.9656953530633438,0.9342102615641936,0.966404179392876
smote,lr,10,0.7333333333333333,0.7041703507220749,0.6394576818069,0.7516660461653015,0.6107198748043818,0.7942879499217527,0.7041703507220749,0.7333333333333333,0.3,0.4580168343256005,0.9666666666666667,0.03333333333333333,0.8604334809626463,0.8451613329557255,0.6978027070673102,0.8362284050938958
smote,lr_bal,10,0.7333333333333333,0.7041703507220749,0.6394576818069,0.7516660461653015,0.6107198748043818,0.7942879499217527,0.7041703507220749,0.7333333333333333,0.3,0.4580168343256005,0.9666666666666667,0.03333333333333333,0.8604334809626463,0.8451613329557255,0.6978027070673102,0.8362284050938958
smote,rf,10,0.925,0.8307987032124964,0.8666901069135706,0.9211815186675523,0.9200567844732603,0.9240279896601407,0.8307987032124964,0.925,0.075,0.8495821727019499,1.0,0.0,0.9703799980560373,0.9678164235816105,0.9337645669947058,0.9680088863510254
smote,rf_bal,10,0.925,0.8307987032124964,0.8666901069135706,0.9211815186675523,0.9200567844732603,0.9240279896601407,0.8307987032124964,0.925,0.075,0.8495821727019499,1.0,0.0,0.9703799980560373,0.9678164235816105,0.9337645669947058,0.9680088863510254
adasyn,lr,10,0.7166666666666667,0.6965075154730327,0.6257122507122507,0.7378917378917379,0.5988612836438924,0.7889233954451345,0.6965075154730327,0.7166666666666667,0.31666666666666665,0.4485514485514486,0.9666666666666667,0.03333333333333333,0.8644331226358298,0.8522022562069291,0.7079180448997798,0.8418504882345794
adasyn,lr_bal,10,0.7083333333333334,0.6926760978485117,0.6188964474678761,0.7301889644746787,0.5922773907164065,0.78491746773672,0.6926760978485117,0.7083333333333334,0.325,0.4424673784104389,0.9666666666666667,0.03333333333333333,0.8629090391591197,0.8512190125554612,0.7065645231193077,0.841153884779819
adasyn,rf,10,0.9416666666666667,0.860271146478043,0.9007175320024482,0.9391305621752549,0.9607170099160945,0.9439454614797865,0.860271146478043,0.9416666666666667,0.058333333333333334,0.883008356545961,1.0,0.0,0.9754377505439381,0.9708125885018408,0.9418046686295876,0.9713239601407415
adasyn,rf_bal,10,0.9333333333333333,0.856439728853522,0.8869139328347927,0.9310444928788847,0.9271447850395219,0.9325925390399075,0.856439728853522,0.9333333333333333,0.06666666666666667,0.8687448728465956,1.0,0.0,0.9796411419532592,0.9750783772302464,0.9464713598988848,0.9742808529506958
