sampler,model,fold,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,weighted_precision,macro_recall,weighted_recall,ordinal_mae,quadratic_weighted_kappa,adjacent_accuracy,severe_error_rate,roc_auc_ovr_macro,roc_auc_ovr_weighted,pr_auc_macro,pr_auc_weighted
random_under,lr_bal,2,0.7166666666666667,0.7506287572077045,0.6492544492544493,0.7361375661375663,0.6142986668933373,0.8014921302789465,0.7506287572077045,0.7166666666666667,0.3,0.5305164319248826,0.9833333333333333,0.016666666666666666,0.8991004473717501,0.8746396288285371,0.794498612636982,0.8801592329046486
random_under,rf,2,0.8833333333333333,0.8895074224021592,0.8374988862158069,0.886964269803083,0.7999999999999999,0.8990625,0.8895074224021592,0.8833333333333333,0.11666666666666667,0.803370786516854,1.0,0.0,0.9593134394257371,0.9538535497825483,0.8929286530926636,0.9461719059960922
random_under,rf_bal,2,0.8833333333333333,0.8895074224021592,0.8374988862158069,0.886964269803083,0.7999999999999999,0.8990625,0.8895074224021592,0.8833333333333333,0.11666666666666667,0.803370786516854,1.0,0.0,0.9593134394257371,0.9538535497825483,0.8929286530926636,0.9461719059960922
none,lr,3,0.7916666666666666,0.664136302294197,0.6762507164496848,0.7910667935806109,0.6963260210451221,0.7932267701087926,0.664136302294197,0.7916666666666666,0.225,0.49919224555735064,0.9833333333333333,0.016666666666666666,0.8708440388561445,0.8705871098207951,0.7051520480181698,0.8485857858587128
none,lr_bal,3,0.725,0.7026131762973868,0.6274280476047479,0.7442374863681623,0.6004245352071439,0.7990905431122823,0.7026131762973868,0.725,0.30833333333333335,0.4478527607361963,0.9666666666666667,0.03333333333333333,0.8569681491222735,0.857436007911539,0.6821254081994272,0.8372980420983881
none,rf,3,0.9416666666666667,0.8585602993497731,0.8994755679838553,0.939104234822467,0.9599761051373954,0.9438918757467144,0.8585602993497731,0.9416666666666667,0.058333333333333334,0.8795180722891566,1.0,0.0,0.9759999707282653,0.9740872404267297,0.9336040145719205,0.9676708010514233
none,rf_bal,3,0.95,0.8761041589988959,0.9107389686337055,0.9475252525252525,0.9643401983218917,0.9518115942028985,0.8761041589988959,0.95,0.05,0.8983050847457628,1.0,0.0,0.9769670888997007,0.9741921589209155,0.9375283833516238,0.9693018607622952
smote,lr,3,0.7333333333333333,0.7064010550852656,0.6349453640592881,0.7513669804176133,0.6083948731007555,0.8023279008573128,0.7064010550852656,0.7333333333333333,0.3,0.45273631840796014,0.9666666666666667,0.03333333333333333,0.8565544546781999,0.8490374439021005,0.6727326181620303,0.8307435914431662
smote,lr_bal,3,0.7333333333333333,0.7064010550852656,0.6349453640592881,0.7513669804176133,0.6083948731007555,0.8023279008573128,0.7064010550852656,0.7333333333333333,0.3,0.45273631840796014,0.9666666666666667,0.03333333333333333,0.8565544546781999,0.8490374439021005,0.6727326181620303,0.8307435914431662
smote,rf,3,0.95,0.8761041589988959,0.9107389686337055,0.9475252525252525,0.9643401983218917,0.9518115942028985,0.8761041589988959,0.95,0.05,0.8983050847457628,1.0,0.0,0.9832413755456314,0.9778109794770365,0.9622695547726513,0.9788484791226806
smote,rf_bal,3,0.95,0.8761041589988959,0.9107389686337055,0.9475252525252525,0.9643401983218917,0.9518115942028985,0.8761041589988959,0.95,0.05,0.8983050847457628,1.0,0.0,0.9832413755456314,0.9778109794770365,0.9622695547726513,0.9788484791226806
adasyn,lr,3,0.725,0.7244663231505336,0.6388922702373706,0.7458931832014607,0.6106464581119172,0.8096760778152581,0.7244663231505336,0.725,0.30833333333333335,0.4610778443113772,0.9666666666666667,0.03333333333333333,0.8550069489323882,0.8469808823756207,0.6698603512118018,0.8287280508488402
adasyn,lr_bal,3,0.725,0.7244663231505336,0.6388922702373706,0.7458931832014607,0.6106464581119172,0.8096760778152581,0.7244663231505336,0.725,0.30833333333333335,0.4610778443113772,0.9666666666666667,0.03333333333333333,0.8548885777202669,0.8467204657089541,0.669753448325197,0.8284928644983096
adasyn,rf,3,0.9416666666666667,0.872316280211017,0.8969569904844695,0.9394381021779613,0.9308077887025256,0.9405402930402931,0.872316280211017,0.9416666666666667,0.058333333333333334,0.8835274542429284,1.0,0.0,0.9822895734927672,0.9800607751341722,0.9524845890454147,0.976140811883895
adasyn,rf_bal,3,0.95,0.8761041589988959,0.9107389686337055,0.9475252525252525,0.9643401983218917,0.9518115942028985,0.8761041589988959,0.95,0.05,0.8983050847457628,1.0,0.0,0.9844728937204351,0.9810439341977423,0.9559942953067194,0.9780938112062002
smote_tomek,lr,3,0.7333333333333333,0.7064010550852656,0.6349453640592881,0.7513669804176133,0.6083948731007555,0.8023279008573128,0.7064010550852656,0.7333333333333333,0.3,0.45273631840796014,0.9666666666666667,0.03333333333333333,0.8565544546781999,0.8490374439021005,0.6727326181620303,0.8307435914431662
smote_tomek,lr_bal,3,0.7333333333333333,0.7064010550852656,0.6349453640592881,0.7513669804176133,0.6083948731007555,0.8023279008573128,0.7064010550852656,0.7333333333333333,0.3,0.45273631840796014,0.9666666666666667,0.03333333333333333,0.8565544546781999,0.8490374439021005,0.6727326181620303,0.8307435914431662
smote_tomek,rf,3,0.95,0.8761041589988959,0.9107389686337055,0.9475252525252525,0.9643401983218917,0.9518115942028985,0.8761041589988959,0.95,0.05,0.8983050847457628,1.0,0.0,0.9832413755456314,0.9778109794770365,0.9622695547726513,0.9788484791226806
smote_tomek,rf_bal,3,0.95,0.8761041589988959,0.9107389686337055,0.9475252525252525,0.9643401983218917,0.9518115942028985,0.8761041589988959,0.95,0.05,0.8983050847457628,1.0,0.0,0.9832413755456314,0.9778109794770365,0.9622695547726513,0.9788484791226806
random_under,lr,3,0.7166666666666667,0.6931664826401668,0.6191011436421703,0.7393334403825224,0.5917184265010352,0.795351966873706,0.6931664826401668,0.7166666666666667,0.325,0.4031668696711327,0.9583333333333334,0.041666666666666664,0.8609064506189542,0.8535204805527281,0.687657899801979,0.8386973041146276
random_under,lr_bal,3,0.7166666666666667,0.6931664826401668,0.6191011436421703,0.7393334403825224,0.5917184265010352,0.795351966873706,0.6931664826401668,0.7166666666666667,0.325,0.4031668696711327,0.9583333333333334,0.041666666666666664,0.8609064506189542,0.8535204805527281,0.687657899801979,0.8386973041146276
random_under,rf,3,0.9333333333333333,0.912234695129432,0.8973049087991617,0.9340423093296656,0.8836101882613511,0.9353709856035438,0.912234695129432,0.9333333333333333,0.06666666666666667,0.8776758409785933,1.0,0.0,0.9816817068941323,0.9796210162780297,0.9457135473190389,0.9744600599388886
random_under,rf_bal,3,0.9333333333333333,0.912234695129432,0.8973049087991617,0.9340423093296656,0.8836101882613511,0.9353709856035438,0.912234695129432,0.9333333333333333,0.06666666666666667,0.8776758409785933,1.0,0.0,0.9816817068941323,0.9796210162780297,0.9457135473190389,0.9744600599388886
none,lr,4,0.75,0.5464666912035333,0.5718419506462985,0.7347506609870742,0.6141950832672483,0.7291137985725614,0.5464666912035333,0.75,0.25833333333333336,0.3967093235831809,0.9916666666666667,0.008333333333333333,0.8541077387711765,0.8132567674115542,0.6324873392866442,0.8045125584712857
none,lr_bal,4,0.6416666666666667,0.6178076309655257,0.5504610180040455,0.6640875256609095,0.527087646652864,0.7163086611456176,0.6178076309655257,0.6416666666666667,0.375,0.406060606060606,0.9833333333333333,0.016666666666666666,0.8404464295498043,0.796832709702045,0.6098686783660734,0.7918688693060509
none,rf,4,0.8666666666666667,0.761348300821985,0.7917419812156655,0.8636026936026936,0.8390117806593779,0.8665861513687602,0.761348300821985,0.8666666666666667,0.13333333333333333,0.728813559322034,1.0,0.0,0.9468381186617826,0.9246882686954443,0.8731012937067217,0.927964796019112
none,rf_bal,4,0.875,0.7570390136179609,0.7954526136846578,0.8701880577985549,0.8808243727598567,0.8815636200716845,0.7570390136179609,0.875,0.125,0.7400346620450606,1.0,0.0,0.9471483119688108,0.9270939360291168,0.8711391025513978,0.9272928670996753
smote,lr,4,0.6666666666666666,0.6291712673291622,0.5704497016197784,0.6858716965046888,0.5451940035273368,0.7270723104056438,0.6291712673291622,0.6666666666666666,0.35,0.420654911838791,0.9833333333333333,0.016666666666666666,0.8467243541652398,0.8057002984176923,0.6103879893649986,0.795137120568976
smote,lr_bal,4,0.6666666666666666,0.6291712673291622,0.5704497016197784,0.6858716965046888,0.5451940035273368,0.7270723104056438,0.6291712673291622,0.6666666666666666,0.35,0.420654911838791,0.9833333333333333,0.016666666666666666,0.8467243541652398,0.8057002984176923,0.6103879893649986,0.795137120568976
smote,rf,4,0.8333333333333334,0.7243436388173229,0.7337836731351839,0.8313892982887088,0.7514357053682895,0.8323252184769038,0.7243436388173229,0.8333333333333334,0.175,0.6284329563812601,0.9916666666666667,0.008333333333333333,0.9505534271463562,0.9293426593681566,0.8547213840271265,0.9215147510772128
smote,rf_bal,4,0.8333333333333334,0.7243436388173229,0.7337836731351839,0.8313892982887088,0.7514357053682895,0.8323252184769038,0.7243436388173229,0.8333333333333334,0.175,0.6284329563812601,0.9916666666666667,0.008333333333333333,0.9505534271463562,0.9293426593681566,0.8547213840271265,0.9215147510772128
adasyn,lr,4,0.6333333333333333,0.578410624463256,0.5256403244918421,0.6564087138820527,0.5065127013483821,0.7025013436398414,0.578410624463256,0.6333333333333333,0.39166666666666666,0.3416149068322981,0.975,0.025,0.8358553646279674,0.7982654712609112,0.6000664330602761,0.7895610767842779
adasyn,lr_bal,4,0.6416666666666667,0.5821985032511349,0.5321824381926684,0.6634484228473999,0.5123456790123456,0.7058641975308643,0.5821985032511349,0.6416666666666667,0.38333333333333336,0.34508816120906805,0.975,0.025,0.8350344766181138,0.7970587880925942,0.5991253798234883,0.7888560149067166
adasyn,rf,4,0.8666666666666667,0.7969574285363757,0.8030303030303031,0.8666666666666667,0.8138528138528138,0.8683982683982684,0.7969574285363757,0.8666666666666667,0.13333333333333333,0.746031746031746,1.0,0.0,0.9457737396607769,0.9230955871580149,0.847399262988468,0.9166043521895413
adasyn,rf_bal,4,0.8583333333333333,0.7713164028953502,0.7832023253909769,0.8570125071644968,0.8043873729266989,0.8589379347244516,0.7713164028953502,0.8583333333333333,0.14166666666666666,0.7253634894991923,1.0,0.0,0.9483048512675177,0.9261183554833285,0.8539321722752994,0.9198965168623018
smote_tomek,lr,4,0.6666666666666666,0.6291712673291622,0.5704497016197784,0.6858716965046888,0.5451940035273368,0.7270723104056438,0.6291712673291622,0.6666666666666666,0.35,0.420654911838791,0.9833333333333333,0.016666666666666666,0.8467243541652398,0.8057002984176923,0.6103879893649986,0.795137120568976
smote_tomek,lr_bal,4,0.6666666666666666,0.6291712673291622,0.5704497016197784,0.6858716965046888,0.5451940035273368,0.7270723104056438,0.6291712673291622,0.6666666666666666,0.35,0.420654911838791,0.9833333333333333,0.016666666666666666,0.8467243541652398,0.8057002984176923,0.6103879893649986,0.795137120568976
smote_tomek,rf,4,0.8333333333333334,0.7243436388173229,0.7337836731351839,0.8313892982887088,0.7514357053682895,0.8323252184769038,0.7243436388173229,0.8333333333333334,0.175,0.6284329563812601,0.9916666666666667,0.008333333333333333,0.9505534271463562,0.9293426593681566,0.8547213840271265,0.9215147510772128
smote_tomek,rf_bal,4,0.8333333333333334,0.7243436388173229,0.7337836731351839,0.8313892982887088,0.7514357053682895,0.8323252184769038,0.7243436388173229,0.8333333333333334,0.175,0.6284329563812601,0.9916666666666667,0.008333333333333333,0.9505534271463562,0.9293426593681566,0.8547213840271265,0.9215147510772128
random_under,lr,4,0.6166666666666667,0.6201999754631333,0.5350092354822724,0.6453876649997748,0.5178130511463844,0.7240035273368606,0.6201999754631333,0.6166666666666667,0.4083333333333333,0.37993235625704636,0.975,0.025,0.822525665297928,0.7779281031198914,0.6016089164810782,0.782589713895636
random_under,lr_bal,4,0.6166666666666667,0.6201999754631333,0.5350092354822724,0.6453876649997748,0.5178130511463844,0.7240035273368606,0.6201999754631333,0.6166666666666667,0.4083333333333333,0.37993235625704636,0.975,0.025,0.822525665297928,0.7779281031198914,0.6016089164810782,0.782589713895636
random_under,rf,4,0.8416666666666667,0.8705680284627654,0.7942421209879766,0.8485738009253215,0.7499719887955182,0.8758837535014005,0.8705680284627654,0.8416666666666667,0.15833333333333333,0.7496706192358367,1.0,0.0,0.9432097886144369,0.9108644136902008,0.8518484733164936,0.9116266796343716
random_under,rf_bal,4,0.8416666666666667,0.8705680284627654,0.7942421209879766,0.8485738009253215,0.7499719887955182,0.8758837535014005,0.8705680284627654,0.8416666666666667,0.15833333333333333,0.7496706192358367,1.0,0.0,0.9432097886144369,0.9108644136902008,0.8518484733164936,0.9116266796343716
none,lr,5,0.8333333333333334,0.7474721285973555,0.7492501368363437,0.8323010399562124,0.7529708853238265,0.8321561200237669,0.7474721285973555,0.8333333333333334,0.175,0.6452442159383034,0.9916666666666667,0.008333333333333333,0.9030510346762609,0.8924907585098132,0.8076158911081596,0.8866157015992491
none,lr_bal,5,0.7166666666666667,0.7686601561374701,0.6620391804272318,0.7354688209415559,0.628720238095238,0.8046688988095239,0.7686601561374701,0.7166666666666667,0.2916666666666667,0.5842696629213483,0.9916666666666667,0.008333333333333333,0.9087508122125989,0.893621649900839,0.8068211586590314,0.8864132843815481
none,rf,5,0.925,0.858179932590096,0.8754467754467754,0.923412975912976,0.90097037793667,0.9249136023152876,0.858179932590096,0.925,0.08333333333333333,0.8102766798418972,0.9916666666666667,0.008333333333333333,0.9325695058437998,0.9280710618231633,0.8833319245870261,0.9234203587780636
none,rf_bal,5,0.925,0.8382018264050931,0.8756887360494995,0.9215185005262733,0.9395499618611747,0.9281702898550724,0.8382018264050931,0.925,0.075,0.850415512465374,1.0,0.0,0.9525009909068682,0.9501177712110833,0.903256872589493,0.9465524995758987
smote,lr,5,0.7333333333333333,0.796301097571515,0.6823272073377752,0.750627025503734,0.6458333333333334,0.8201636904761905,0.796301097571515,0.7333333333333333,0.275,0.6067415730337078,0.9916666666666667,0.008333333333333333,0.9039803169979508,0.8871818549779504,0.7930046091560081,0.8800028442190729
smote,lr_bal,5,0.7333333333333333,0.796301097571515,0.6823272073377752,0.750627025503734,0.6458333333333334,0.8201636904761905,0.796301097571515,0.7333333333333333,0.275,0.6067415730337078,0.9916666666666667,0.008333333333333333,0.9039803169979508,0.8871818549779504,0.7930046091560081,0.8800028442190729
smote,rf,5,0.925,0.858179932590096,0.8754467754467754,0.923412975912976,0.90097037793667,0.9249136023152876,0.858179932590096,0.925,0.08333333333333333,0.8102766798418972,0.9916666666666667,0.008333333333333333,0.9527389327109398,0.9413807064668731,0.8901994005249333,0.9371863824499782
smote,rf_bal,5,0.925,0.858179932590096,0.8754467754467754,0.923412975912976,0.90097037793667,0.9249136023152876,0.858179932590096,0.925,0.08333333333333333,0.8102766798418972,0.9916666666666667,0.008333333333333333,0.9527389327109398,0.9413807064668731,0.8901994005249333,0.9371863824499782
adasyn,lr,5,0.7333333333333333,0.7626105493619105,0.6694822792383768,0.7519234153380496,0.6365678728862808,0.8097725404317445,0.7626105493619105,0.7333333333333333,0.2833333333333333,0.558567279767667,0.9833333333333333,0.016666666666666666,0.9056196461014322,0.8891737051063597,0.7860252565208175,0.8787975657435624
adasyn,lr_bal,5,0.7333333333333333,0.7626105493619105,0.6694822792383768,0.7519234153380496,0.6365678728862808,0.8097725404317445,0.7626105493619105,0.7333333333333333,0.2833333333333333,0.558567279767667,0.9833333333333333,0.016666666666666666,0.9054526259685908,0.8889250717524584,0.7867344788819137,0.8790978996607064
adasyn,rf,5,0.925,0.858179932590096,0.8754467754467754,0.923412975912976,0.90097037793667,0.9249136023152876,0.858179932590096,0.925,0.08333333333333333,0.8102766798418972,0.9916666666666667,0.008333333333333333,0.9470903924369051,0.9381327637480729,0.8935803806974564,0.9334100346431508
adasyn,rf_bal,5,0.9166666666666666,0.8543485149655748,0.8631990231990233,0.9154920634920636,0.8755050505050505,0.9156123737373739,0.8543485149655748,0.9166666666666666,0.09166666666666666,0.7979274611398963,0.9916666666666667,0.008333333333333333,0.9487613449659767,0.9411677960248854,0.8955329396309297,0.9392129001773858
smote_tomek,lr,5,0.7333333333333333,0.796301097571515,0.6823272073377752,0.750627025503734,0.6458333333333334,0.8201636904761905,0.796301097571515,0.7333333333333333,0.275,0.6067415730337078,0.9916666666666667,0.008333333333333333,0.9039803169979508,0.8871818549779504,0.7930046091560081,0.8800028442190729
smote_tomek,lr_bal,5,0.7333333333333333,0.796301097571515,0.6823272073377752,0.750627025503734,0.6458333333333334,0.8201636904761905,0.796301097571515,0.7333333333333333,0.275,0.6067415730337078,0.9916666666666667,0.008333333333333333,0.9039803169979508,0.8871818549779504,0.7930046091560081,0.8800028442190729
smote_tomek,rf,5,0.925,0.858179932590096,0.8754467754467754,0.923412975912976,0.90097037793667,0.9249136023152876,0.858179932590096,0.925,0.08333333333333333,0.8102766798418972,0.9916666666666667,0.008333333333333333,0.9527389327109398,0.9413807064668731,0.8901994005249333,0.9371863824499782
