feature_set,model,fold,n_features,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,weighted_precision,macro_recall,weighted_recall,ordinal_mae,quadratic_weighted_kappa,severe_error_rate,nll_log_loss,multiclass_brier
no_salary_hike,lightgbm,2,23,0.85,0.6202153110047847,0.5996640537513999,0.8047872340425533,0.5815789473684211,0.765,0.6202153110047847,0.85,0.15,0.6414342629482073,0.0,0.8317711725511369,0.2766807896478875
no_salary_hike,xgboost,2,23,0.8666666666666667,0.6277910685805422,0.6115694642010432,0.8170744428639165,0.5991285403050108,0.7750272331154684,0.6277910685805422,0.8666666666666667,0.13333333333333333,0.6680497925311204,0.0,0.457296364542967,0.25317458787441227
no_salary_hike,catboost,3,23,0.825,0.6088516746411483,0.5653367653367654,0.7782646932646933,0.5281637531749589,0.7369602569849096,0.6088516746411483,0.825,0.175,0.6015180265654649,0.0,0.5014465981773207,0.2951833669787262
no_salary_hike,lightgbm,3,23,0.875,0.6890412219359588,0.6951951951951952,0.8452627627627628,0.9111438389788905,0.8866593028964164,0.6890412219359588,0.875,0.125,0.7175141242937852,0.0,0.6783551071254857,0.2432767092711223
no_salary_hike,xgboost,3,23,0.8666666666666667,0.6415470494417863,0.6126568466993999,0.817075831969449,0.5866666666666667,0.7731666666666667,0.6415470494417863,0.8666666666666667,0.13333333333333333,0.6799999999999999,0.0,0.45075904298189506,0.23724873556091455
no_salary_hike,catboost,4,23,0.7666666666666667,0.5410685805422647,0.49627421758569296,0.7258941877794336,0.46035087719298246,0.6907719298245615,0.5410685805422647,0.7666666666666667,0.24166666666666667,0.4311926605504587,0.008333333333333333,0.507357212551831,0.30299199156034995
no_salary_hike,lightgbm,4,23,0.825,0.6031928597718071,0.5999294822824234,0.7882514544279251,0.8627946127946128,0.8418981481481481,0.6031928597718071,0.825,0.175,0.589041095890411,0.0,0.7536046989480508,0.31120111244134463
no_salary_hike,xgboost,4,23,0.825,0.5950956937799043,0.5625668449197861,0.7776470588235295,0.5334295334295334,0.7354497354497355,0.5950956937799043,0.825,0.175,0.5874263261296659,0.0,0.4974174935846904,0.2849827600592716
no_salary_hike,catboost,5,23,0.8333333333333334,0.6436781609195402,0.5845820845820846,0.7820720945720946,0.5375438596491228,0.7384912280701754,0.6436781609195402,0.8333333333333334,0.16666666666666666,0.6423248882265276,0.0,0.4639551939275154,0.2717574338977239
no_salary_hike,lightgbm,5,23,0.85,0.6239161121193789,0.5936285936285937,0.7971250971250972,0.5666666666666667,0.7508333333333332,0.6239161121193789,0.85,0.15833333333333333,0.5909090909090909,0.008333333333333333,0.8056082927454168,0.287924478433816
no_salary_hike,xgboost,5,23,0.8416666666666667,0.6200846944948578,0.5844086021505376,0.7894220430107526,0.5526695526695526,0.7433261183261184,0.6200846944948578,0.8416666666666667,0.16666666666666666,0.5789473684210527,0.008333333333333333,0.46525644958293516,0.26485467397790863
no_salary_hike,catboost,6,23,0.85,0.6713191023535852,0.6343490150119985,0.809204057146046,0.8774468085106383,0.8694468085106383,0.6713191023535852,0.85,0.15833333333333333,0.631578947368421,0.008333333333333333,0.45920856978885627,0.2762818413153567
no_salary_hike,lightgbm,6,23,0.8333333333333334,0.6162532768703367,0.5824324324324325,0.7851238738738738,0.5521541950113379,0.7422052154195011,0.6162532768703367,0.8333333333333334,0.175,0.5687500000000001,0.008333333333333333,0.8169724521852527,0.30396458058031334
no_salary_hike,xgboost,6,23,0.85,0.6376285541439807,0.5953856295319709,0.7974027686222809,0.5584415584415584,0.750974025974026,0.6376285541439807,0.85,0.15833333333333333,0.6050156739811913,0.008333333333333333,0.47277168100214456,0.26844733359350287
no_salary_hike,catboost,7,23,0.8416666666666667,0.6308429118773946,0.5866037423414473,0.7936661698956781,0.548611111111111,0.7512152777777777,0.6308429118773946,0.8416666666666667,0.15833333333333333,0.6494464944649446,0.0,0.4775093157315192,0.28120063548718954
no_salary_hike,lightgbm,7,23,0.85,0.6346743295019156,0.602311939268461,0.8048697377501725,0.5731021555763823,0.7643002186816619,0.6346743295019156,0.85,0.15,0.6638655462184875,0.0,0.7225136598426538,0.270902320155934
no_salary_hike,xgboost,7,23,0.8666666666666667,0.6423371647509578,0.6136025876387796,0.8171059533175977,0.5877825877825877,0.7732683982683982,0.6423371647509578,0.8666666666666667,0.13333333333333333,0.6896217264791464,0.0,0.4239377667586304,0.23915825108613378
no_salary_hike,catboost,8,23,0.8,0.5603448275862069,0.52998712998713,0.7539124839124839,0.5027829313543599,0.7128710575139148,0.5603448275862069,0.8,0.20833333333333334,0.4850603941513032,0.008333333333333333,0.5429733114142808,0.3174047916820804
no_salary_hike,lightgbm,8,23,0.8083333333333333,0.5988211022693781,0.6130606015851918,0.7888572588982423,0.6391223155929038,0.7765056022408964,0.5988211022693781,0.8083333333333333,0.19166666666666668,0.5880597014925373,0.0,0.8560660289831113,0.3211580106307894
no_salary_hike,xgboost,8,23,0.8416666666666667,0.5923371647509579,0.5881119214452548,0.7962605462605462,0.5915032679738562,0.761029411764706,0.5923371647509579,0.8416666666666667,0.15833333333333333,0.6132971506105833,0.0,0.527614902411515,0.27471139546904466
