run_id,config_hash,dataset_key,task_type,role,feature_set,model,attribute,metric,n_groups_included,min_group_value,min_group_support,min,max_group_value,max_group_support,max,max_gap,min_group_support_threshold,class_label
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,mean_predicted_probability,3,IT/IS,50,0.041634548832151584,Sales,31,0.16449762066898296,0.12286307183683137,30,2.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,mean_predicted_probability,3,Sales,31,0.7794294446255535,IT/IS,50,0.8848245668885342,0.10539512226298065,30,3.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,mean_predicted_probability,3,Sales,31,0.0560729347054635,IT/IS,50,0.07354088427931416,0.017467949573850658,30,4.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,positive_prediction_rate,3,Sales,31,0.8064516129032258,IT/IS,50,0.94,0.1335483870967742,30,3.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,positive_prediction_rate,3,IT/IS,50,0.04,Sales,31,0.16129032258064516,0.12129032258064515,30,2.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,positive_prediction_rate,3,Production       ,209,0.014354066985645933,Sales,31,0.03225806451612903,0.0179039975304831,30,4.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,precision,3,IT/IS,50,0.0,Production       ,209,0.3333333333333333,0.3333333333333333,30,4.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,precision,3,Production       ,209,0.8524590163934426,Sales,31,0.92,0.06754098360655747,30,3.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,precision,3,Production       ,209,0.9565217391304348,IT/IS,50,1.0,0.04347826086956519,30,2.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,true_positive_rate,3,Production       ,209,0.9565217391304348,IT/IS,50,1.0,0.04347826086956519,30,2.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,true_positive_rate,3,IT/IS,50,0.0,Production       ,209,0.037037037037037035,0.037037037037037035,30,4.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpDepartment,true_positive_rate,3,Sales,31,0.9583333333333334,Production       ,209,0.9811320754716981,0.022798742138364747,30,3.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpJobRole,accuracy,2,Production Technician II,57,0.8421052631578947,Production Technician I,137,0.8686131386861314,0.026507875528236746,30,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpJobRole,false_positive_rate,2,Production Technician I,137,0.5,Production Technician II,57,0.6153846153846154,0.11538461538461542,30,3.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpJobRole,false_positive_rate,2,Production Technician I,137,0.008264462809917356,Production Technician II,57,0.02040816326530612,0.012143700455388765,30,4.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpJobRole,false_positive_rate,2,Production Technician II,57,0.0,Production Technician I,137,0.008264462809917356,0.008264462809917356,30,2.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpJobRole,macro_f1,2,Production Technician II,57,0.6350877192982457,Production Technician I,137,0.6560846560846562,0.02099693678641046,30,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpJobRole,mean_predicted_probability,2,Production Technician II,57,0.08749112238198643,Production Technician I,137,0.11200728940144156,0.024516167019455123,30,2.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpJobRole,mean_predicted_probability,2,Production Technician I,137,0.8201091804039644,Production Technician II,57,0.8430465502576527,0.022937369853688327,30,3.0
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,independent external performance-target replication,department_free,xgboost,EmpJobRole,mean_predicted_probability,2,Production Technician I,137,0.067883530194594,Production Technician II,57,0.06946232736036083,0.0015787971657668237,30,4.0
