run_id,config_hash,dataset_key,task_type,task_comparison_group,role,policy,feature_set,model,fold,n_test,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,weighted_precision,macro_recall,weighted_recall,adjacent_accuracy,severe_error_rate,quadratic_weighted_kappa,ordinal_mae,nll_log_loss,ece_confidence,multiclass_brier,average_precision,binary_brier,roc_auc
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,1,32,0.875,0.6666666666666666,0.6410256410256411,0.8173076923076923,0.6190476190476191,0.7678571428571428,0.6666666666666666,0.875,1.0,0.0,0.6666666666666667,0.125,0.3833210630607068,0.12636647341821255,0.21316668230404992,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,2,31,0.8709677419354839,0.6666666666666666,0.6410256410256411,0.8114143920595533,0.6190476190476191,0.76036866359447,0.6666666666666666,0.8709677419354839,1.0,0.0,0.6075949367088608,0.12903225806451613,0.6848824345204003,0.1791738460964977,0.28759005635430807,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,3,31,0.8387096774193549,0.6527777777777778,0.6339869281045751,0.7950664136622392,0.6172839506172839,0.7562724014336917,0.6527777777777778,0.8387096774193549,1.0,0.0,0.5507246376811594,0.16129032258064516,0.5016338110724222,0.12157201311070137,0.254491492045202,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,4,31,0.8387096774193549,0.6527777777777778,0.6339869281045751,0.7950664136622392,0.6172839506172839,0.7562724014336917,0.6527777777777778,0.8387096774193549,1.0,0.0,0.5507246376811594,0.16129032258064516,0.6206798697568238,0.13342615300806943,0.26189369837366955,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,5,31,0.8064516129032258,0.611111111111111,0.6266666666666666,0.7888172043010753,0.6709401709401709,0.7841191066997518,0.611111111111111,0.8064516129032258,1.0,0.0,0.5026737967914439,0.1935483870967742,0.8562645578981566,0.17915865682183094,0.3627836221023001,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,6,31,0.8387096774193549,0.6527777777777778,0.6339869281045751,0.7950664136622392,0.6172839506172839,0.7562724014336917,0.6527777777777778,0.8387096774193549,1.0,0.0,0.5507246376811594,0.16129032258064516,0.7520248072470528,0.17422347552700887,0.3276577958383329,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,7,31,0.8387096774193549,0.6527777777777778,0.6339869281045751,0.7950664136622392,0.6172839506172839,0.7562724014336917,0.6527777777777778,0.8387096774193549,1.0,0.0,0.5507246376811594,0.16129032258064516,0.39068439902306945,0.08739000542263935,0.24569377352070995,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,8,31,0.9032258064516129,0.6666666666666666,0.6477987421383647,0.8575776019476568,0.6309523809523809,0.816820276497696,0.6666666666666666,0.9032258064516129,1.0,0.0,0.6666666666666667,0.0967741935483871,0.27610296705584403,0.07348201115934667,0.15069506536654995,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,9,31,0.9032258064516129,0.6666666666666666,0.6477987421383647,0.8575776019476568,0.6309523809523809,0.816820276497696,0.6666666666666666,0.9032258064516129,1.0,0.0,0.6666666666666667,0.0967741935483871,0.4861193337824107,0.1502341267193542,0.22456189503468899,,,
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,hrdataset_v14,ordinal_multiclass_performance,three_class_ordinal_performance,independent external performance-target replication,department_job_role_free,department_job_role_free,xgboost,10,31,0.9032258064516129,0.6666666666666666,0.6477987421383647,0.8575776019476568,0.6309523809523809,0.816820276497696,0.6666666666666666,0.9032258064516129,1.0,0.0,0.6666666666666667,0.0967741935483871,0.43892525299163826,0.13085828526446192,0.20771424673204397,,,
