run_id,config_hash,dataset_key,task_type,task_comparison_group,role,policy,feature_set,model,fold,n_test,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,weighted_precision,macro_recall,weighted_recall,ordinal_mae,adjacent_accuracy,severe_error_rate,quadratic_weighted_kappa,nll_log_loss,ece_confidence,binary_brier,roc_auc,average_precision,multiclass_brier
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,1,1500,0.9773333333333334,0.9640198025614183,0.968510043443791,0.9772222087755306,0.9732100095785441,0.9772307630906768,0.9640198025614183,0.9773333333333334,,,,,0.07396740894353447,0.00963035380307931,0.01824887987446013,0.9931243823929399,0.9857840419029377,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,2,1500,0.974,0.9559724152128042,0.9635557388497693,0.9737788886182391,0.9717545638945233,0.9739068965517241,0.9559724152128042,0.974,,,,,0.09156884100497457,0.0065003586888408805,0.022680969981840944,0.9890699937017677,0.9770273942506675,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,3,1500,0.9793333333333333,0.9633244373865031,0.9710314847267397,0.9791575781324466,0.9793610547667342,0.9793344827586207,0.9633244373865031,0.9793333333333333,,,,,0.07538521896098371,0.009557727265872859,0.01768558699147309,0.9914128381011198,0.9836591616290278,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,4,1500,0.9673333333333334,0.9448561576861716,0.9540266120240113,0.9669870617750982,0.9641323024054983,0.9671709621993128,0.9448561576861716,0.9673333333333334,,,,,0.10105084801543751,0.006490940950944197,0.02514551545467685,0.9856218953023029,0.9730594994369686,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,5,1500,0.9786666666666667,0.9657763367814317,0.9703040861577448,0.9785616091225847,0.9750431776770785,0.978576753788513,0.9657763367814317,0.9786666666666667,,,,,0.07688803258293068,0.012320889951620947,0.018383250369660337,0.9930731697753465,0.9816542225331355,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,6,1500,0.976,0.9601740958850732,0.9664596273291925,0.9758330434782609,0.973161211638625,0.9759023512602965,0.9601740958850732,0.976,,,,,0.08140733741041632,0.011390102147691789,0.01970452284126567,0.9905330461143337,0.981966373558529,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,7,1500,0.9813333333333333,0.9684892329635266,0.9739647259229505,0.9812225272068614,0.9797477884434407,0.9812863542254846,0.9684892329635266,0.9813333333333333,,,,,0.06813635272995047,0.01527226185819448,0.01586415914276954,0.9937434291301823,0.9884534663391874,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,8,1500,0.978,0.9653388914620966,0.969406202197191,0.9779027117229873,0.9736440373563219,0.9779024784482759,0.9653388914620966,0.978,,,,,0.07379074733335142,0.010903801436052754,0.017751171707617475,0.9939394830548143,0.9833888822242633,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,9,1500,0.972,0.9488813898262718,0.9603936992033475,0.9716283696789247,0.9733730639713236,0.972085202060273,0.9488813898262718,0.972,,,,,0.08990117543789042,0.011259159197172765,0.02234879424791967,0.9889474599988727,0.9785339698121204,
manuscript_final_20260712T175251Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,employee_turnover,binary_turnover_transfer,related_binary_task_transfer,related HR turnover task transfer,without_last_evaluation,without_last_evaluation,xgboost,10,1499,0.9746497665110073,0.958331493718328,0.9645890836752455,0.9744734842085033,0.9712616138892531,0.9745330773678226,0.958331493718328,0.9746497665110073,,,,,0.07517371394059755,0.01349984575423334,0.01887420833564828,0.9932032357601535,0.9851913318272931,
