run_id,config_hash,method,class_label,bin,bin_low,bin_high,n_samples,mean_predicted_probability,observed_frequency,absolute_gap
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,3,9,0.8,0.9,611,0.8662711725578744,0.8592471358428805,0.007024036714993964
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,3,10,0.9,1.0,238,0.9365206572466036,0.8613445378151261,0.0751761194314775
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,4,1,0.0,0.1,500,0.04824860269582776,0.07,0.02175139730417225
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,4,2,0.1,0.2,614,0.13405596137164116,0.13029315960912052,0.00376280176252064
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,4,3,0.2,0.30000000000000004,70,0.2520017094896669,0.15714285714285714,0.09485885234680974
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,4,4,0.30000000000000004,0.4,9,0.3425709989536381,0.2222222222222222,0.12034877673141586
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,4,5,0.4,0.5,2,0.4450378217008173,1.0,0.5549621782991827
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,4,7,0.6000000000000001,0.7000000000000001,1,0.6999999902000001,0.0,0.6999999902000001
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,4,8,0.7000000000000001,0.8,3,0.7641633634091041,0.6666666666666666,0.09749669674243744
manuscript_final_20260712T181754Z_c664ef152ff3,c664ef152ff3a9eef89c53a403b9c2e6f677340bea0307b02d97d07cc54bdfc3,isotonic,4,9,0.8,0.9,1,0.8484848412855832,0.0,0.8484848412855832
